LahmanPlayerID,Year,UniNo,,,
10278,2003,21,,,
10086,2003,22,,,
10832,2003,22,,,
10303,2003,23,,,
10237,2003,23,,,
2059,2003,23,,,
2237,2003,24,,,
10291,2003,25,,,
10031,2003,25,,,
1837,2003,26,,,
14231,2003,27,,,
1834,2003,28,,,
10279,2003,29,,,
10274,2003,29,,,
10593,2003,29,,,
10123,2003,30,,,
10294,2003,30,,,
2146,2003,31,,,
11451,2003,32,,,
10260,2003,32,,,
2177,2003,33,,,
10243,2003,33,,,
2285,2003,34,,,
2090,2003,34,,,
10290,2003,35,,,
10300,2003,37,,,
10308,2003,37,,,
10288,2003,37,,,
10283,2003,38,,,
10487,2003,38,,,
10270,2003,38,,,
10740,2003,39,,,
1901,2003,39,,,
2273,2003,40,,,
10827,2003,40,,,
10296,2003,41,,,
10234,2003,44,,,
2117,2003,44,,,
10511,2003,45,,,
10830,2003,46,,,
10307,2003,46,,,
10240,2003,46,,,
10164,2003,47,,,
2229,2003,48,,,
10251,2003,49,,,
10297,2003,50,,,
10277,2003,50,,,
10295,2003,51,,,
10292,2003,51,,,
10183,2003,52,,,
2252,2003,54,,,
10272,2003,55,,,
1770,2003,57,,,
11234,2003,57,,,
10738,2003,57,,,
10280,2003,57,,,
2290,2003,59,,,
10284,2003,61,,,
2258,2003,62,,,
11085,2003,63,,,
10263,2003,63,,,
10829,2003,64,,,
10275,2003,64,,,
10742,2003,65,,,
10692,2003,66,,,
2293,2003,67,,,
1689,2003,68,,,
10838,2003,69,,,
10282,2003,94,,,
10287,2003,96,,,
10714,2003,97,,,
10826,2003,98,,,
11398,2004,0,,,
1870,2004,1,,,
10254,2004,2,,,
10241,2004,3,,,
10240,2004,4,,,
2070,2004,5,,,
1803,2004,6,,,
10242,2004,7,,,
10264,2004,8,,,
2305,2004,9,,,
2164,2004,10,,,
1553,2004,11,,,
10239,2004,12,,,
10299,2004,13,,,
10327,2004,14,,,
2177,2004,15,,,
1561,2004,16,,,
10259,2004,17,,,
10246,2004,18,,,
10298,2004,19,,,
10278,2004,21,,,
10086,2004,22,,,
10832,2004,22,,,
10237,2004,23,,,
1554,2004,23,,,
10303,2004,23,,,
10487,2004,24,,,
10291,2004,25,,,
1837,2004,26,,,
14231,2004,27,,,
1834,2004,28,,,
10279,2004,29,,,
10274,2004,29,,,
10273,2004,29,,,
10123,2004,30,,,
2146,2004,31,,,
11451,2004,32,,,
10243,2004,33,,,
1942,2004,33,,,
2090,2004,34,,,
2285,2004,34,,,
2309,2004,34,,,
10290,2004,35,,,
10300,2004,37,,,
10288,2004,37,,,
10308,2004,37,,,
10270,2004,38,,,
10283,2004,38,,,
2258,2004,38,,,
1771,2004,39,,,
10740,2004,39,,,
10827,2004,40,,,
10232,2004,40,,,
10296,2004,41,,,
10295,2004,42,,,
10302,2004,43,,,
10234,2004,44,,,
2117,2004,44,,,
10511,2004,45,,,
10830,2004,46,,,
10307,2004,46,,,
10164,2004,47,,,
10294,2004,48,,,
10251,2004,49,,,
10277,2004,50,,,
10297,2004,50,,,
2290,2004,51,,,
10292,2004,51,,,
10183,2004,52,,,
10215,2004,53,,,
10272,2004,55,,,
10306,2004,56,,,
1770,2004,57,,,
10280,2004,57,,,
11234,2004,57,,,
10738,2004,57,,,
2322,2004,59,,,
2308,2004,60,,,
10284,2004,61,,,
2313,2004,62,,,
11085,2004,63,,,
10263,2004,63,,,
10829,2004,64,,,
10260,2004,64,,,
10275,2004,64,,,
10245,2004,65,,,
10742,2004,65,,,
10692,2004,66,,,
2318,2004,67,,,
1689,2004,68,,,
10838,2004,69,,,
10282,2004,94,,,
10287,2004,96,,,
10714,2004,97,,,
10826,2004,98,,,
11398,2005,0,,,
10290,2005,1,,,
10254,2005,2,,,
2070,2005,3,,,
10240,2005,4,,,
10246,2005,5,,,
10180,2005,6,,,
10242,2005,7,,,
10264,2005,8,,,
2305,2005,9,,,
10251,2005,10,,,
10295,2005,11,,,
10239,2005,12,,,
2318,2005,13,,,
10327,2005,14,,,
2308,2005,15,,,
10241,2005,16,,,
10259,2005,17,,,
1771,2005,18,,,
10298,2005,19,,,
10183,2005,20,,,
10299,2005,21,,,
10086,2005,22,,,
10237,2005,23,,,
10303,2005,23,,,
10487,2005,24,,,
10277,2005,26,,,
1837,2005,26,,,
14231,2005,27,,,
1834,2005,28,,,
10278,2005,29,,,
10279,2005,29,,,
10274,2005,29,,,
10123,2005,30,,,
2146,2005,31,,,
10288,2005,31,,,
2330,2005,31,,,
11451,2005,32,,,
1942,2005,33,,,
2090,2005,34,,,
2309,2005,34,,,
10291,2005,34,,,
1870,2005,35,,,
10300,2005,37,,,
10308,2005,37,,,
10283,2005,38,,,
1553,2005,38,,,
10270,2005,38,,,
10740,2005,39,,,
10827,2005,40,,,
10296,2005,41,,,
10215,2005,42,,,
10302,2005,43,,,
2117,2005,44,,,
10511,2005,45,,,
10273,2005,46,,,
10307,2005,46,,,
10830,2005,46,,,
10232,2005,47,,,
10164,2005,47,,,
10294,2005,48,,,
2339,2005,49,,,
10297,2005,50,,,
2290,2005,51,,,
10292,2005,51,,,
2350,2005,51,,,
10234,2005,54,,,
10272,2005,55,,,
10306,2005,56,,,
10738,2005,57,,,
11234,2005,57,,,
10280,2005,57,,,
1770,2005,57,,,
10243,2005,59,,,
10284,2005,61,,,
10263,2005,63,,,
11085,2005,63,,,
2352,2005,63,,,
10829,2005,64,,,
10275,2005,64,,,
10260,2005,64,,,
10742,2005,65,,,
10245,2005,65,,,
10692,2005,66,,,
1689,2005,68,,,
10838,2005,69,,,
10282,2005,94,,,
10287,2005,96,,,
10714,2005,97,,,
10826,2005,98,,,
11398,2006,1,,,
2352,2006,2,,,
10254,2006,2,,,
2070,2006,3,,,
10252,2006,4,,,
10240,2006,4,,,
10246,2006,5,,,
10180,2006,6,,,
10242,2006,7,,,
10264,2006,8,,,
10648,2006,9,,,
2305,2006,9,,,
10251,2006,10,,,
10295,2006,11,,,
2373,2006,12,,,
10239,2006,12,,,
10243,2006,13,,,
10327,2006,14,,,
10241,2006,16,,,
10247,2006,16,,,
10259,2006,17,,,
1771,2006,18,,,
10298,2006,19,,,
10290,2006,20,,,
10299,2006,21,,,
10086,2006,22,,,
10303,2006,23,,,
10237,2006,23,,,
10487,2006,24,,,
2380,2006,25,,,
10277,2006,26,,,
1834,2006,28,,,
10279,2006,29,,,
10278,2006,29,,,
10123,2006,30,,,
2146,2006,31,,,
10288,2006,31,,,
2284,2006,32,,,
10291,2006,34,,,
1870,2006,35,,,
10300,2006,37,,,
10308,2006,37,,,
1553,2006,38,,,
10283,2006,38,,,
10270,2006,38,,,
10740,2006,39,,,
10281,2006,40,,,
10827,2006,40,,,
2264,2006,40,,,
10296,2006,41,,,
10294,2006,42,,,
2117,2006,44,,,
10511,2006,45,,,
10307,2006,46,,,
10273,2006,46,,,
10830,2006,46,,,
10232,2006,47,,,
10302,2006,48,,,
2339,2006,49,,,
10274,2006,50,,,
10297,2006,50,,,
10292,2006,51,,,
10041,2006,51,,,
10744,2006,53,,,
10234,2006,54,,,
10272,2006,55,,,
10255,2006,56,,,
10306,2006,56,,,
10738,2006,57,,,
11234,2006,57,,,
1770,2006,57,,,
10280,2006,57,,,
10284,2006,61,,,
10267,2006,62,,,
11085,2006,63,,,
10263,2006,63,,,
10829,2006,64,,,
10275,2006,64,,,
10260,2006,64,,,
10742,2006,65,,,
10245,2006,65,,,
10692,2006,66,,,
2383,2006,67,,,
1689,2006,68,,,
10838,2006,69,,,
10282,2006,94,,,
10287,2006,96,,,
10714,2006,97,,,
10826,2006,98,,,
2090,2006,99,,,
11398,2007,1,,,
10254,2007,2,,,
2290,2007,3,,,
2406,2007,3,,,
10252,2007,4,,,
10246,2007,5,,,
10180,2007,6,,,
10242,2007,7,,,
10264,2007,8,,,
2305,2007,9,,,
10648,2007,9,,,
10251,2007,10,,,
10302,2007,11,,,
10295,2007,11,,,
10239,2007,12,,,
2146,2007,13,,,
10269,2007,14,,,
2399,2007,15,,,
10247,2007,16,,,
10241,2007,16,,,
10275,2007,17,,,
10298,2007,19,,,
10274,2007,20,,,
10290,2007,20,,,
10300,2007,21,,,
10086,2007,22,,,
10303,2007,23,,,
10237,2007,23,,,
10263,2007,24,,,
10265,2007,25,,,
10277,2007,26,,,
14231,2007,27,,,
10299,2007,28,,,
10279,2007,29,,,
10278,2007,29,,,
10240,2007,30,,,
10288,2007,31,,,
10261,2007,32,,,
10243,2007,33,,,
10291,2007,34,,,
1870,2007,35,,,
10308,2007,37,,,
1834,2007,37,,,
1553,2007,38,,,
10270,2007,38,,,
10283,2007,38,,,
10105,2007,39,,,
10827,2007,40,,,
10740,2007,40,,,
10296,2007,41,,,
10294,2007,42,,,
10276,2007,43,,,
10250,2007,44,,,
10511,2007,45,,,
10307,2007,46,,,
10830,2007,46,,,
10273,2007,46,,,
10232,2007,47,,,
10306,2007,48,,,
10281,2007,49,,,
10297,2007,50,,,
2334,2007,50,,,
10041,2007,51,,,
2402,2007,52,,,
10744,2007,53,,,
10234,2007,54,,,
10272,2007,55,,,
10255,2007,56,,,
10280,2007,57,,,
11234,2007,57,,,
1770,2007,57,,,
10738,2007,57,,,
10743,2007,58,,,
10292,2007,60,,,
10284,2007,61,,,
10267,2007,62,,,
10831,2007,63,,,
11085,2007,63,,,
10238,2007,64,,,
10260,2007,64,,,
10829,2007,64,,,
10245,2007,65,,,
10742,2007,65,,,
10692,2007,66,,,
10293,2007,66,,,
2383,2007,67,,,
1689,2007,68,,,
10838,2007,69,,,
10285,2007,91,,,
10282,2007,94,,,
10287,2007,96,,,
10714,2007,97,,,
10826,2007,98,,,
2090,2007,99,,,
11398,2008,1,,,
10254,2008,2,,,
10252,2008,4,,,
10246,2008,5,,,
10180,2008,6,,,
10242,2008,7,,,
10264,2008,8,,,
10263,2008,9,,,
10251,2008,10,,,
10302,2008,11,,,
10295,2008,11,,,
10239,2008,12,,,
10266,2008,13,,,
10269,2008,14,,,
10255,2008,15,,,
10241,2008,16,,,
10304,2008,17,,,
10278,2008,18,,,
10298,2008,19,,,
10290,2008,20,,,
10274,2008,20,,,
10285,2008,21,,,
10237,2008,23,,,
10303,2008,23,,,
10105,2008,24,,,
10265,2008,25,,,
10277,2008,26,,,
14231,2008,27,,,
10299,2008,28,,,
10279,2008,29,,,
10238,2008,30,,,
10288,2008,31,,,
10260,2008,32,,,
10243,2008,33,,,
10291,2008,34,,,
10648,2008,35,,,
10271,2008,36,,,
10308,2008,37,,,
10300,2008,37,,,
10292,2008,38,,,
10270,2008,38,,,
10283,2008,38,,,
10740,2008,39,,,
10046,2008,40,,,
10827,2008,40,,,
10296,2008,41,,,
10294,2008,42,,,
10276,2008,43,,,
10250,2008,44,,,
2383,2008,45,,,
10830,2008,46,,,
10240,2008,46,,,
10307,2008,46,,,
10273,2008,46,,,
10232,2008,47,,,
1865,2008,49,,,
10297,2008,50,,,
10647,2008,50,,,
2419,2008,51,,,
10831,2008,53,,,
10234,2008,54,,,
10272,2008,55,,,
10306,2008,56,,,
10738,2008,57,,,
11234,2008,57,,,
10280,2008,57,,,
10743,2008,58,,,
10284,2008,61,,,
10737,2008,62,,,
11085,2008,63,,,
10275,2008,64,,,
10829,2008,64,,,
10245,2008,65,,,
10742,2008,65,,,
10692,2008,66,,,
10257,2008,66,,,
1689,2008,68,,,
10838,2008,69,,,
2305,2008,69,,,
2425,2008,74,,,
10281,2008,91,,,
10282,2008,94,,,
10258,2008,95,,,
10287,2008,96,,,
10714,2008,97,,,
10826,2008,98,,,
10261,2008,99,,,
10252,2009,0,,,
11398,2009,1,,,
10254,2009,2,,,
10246,2009,5,,,
10248,2009,6,,,
10238,2009,6,,,
10242,2009,7,,,
10264,2009,8,,,
10263,2009,9,,,
10251,2009,10,,,
10295,2009,11,,,
10239,2009,12,,,
10266,2009,13,,,
10269,2009,14,,,
10255,2009,15,,,
10241,2009,16,,,
10259,2009,17,,,
10278,2009,18,,,
10298,2009,19,,,
10290,2009,20,,,
10274,2009,20,,,
10285,2009,21,,,
10832,2009,22,,,
10291,2009,22,,,
10303,2009,23,,,
10265,2009,25,,,
10277,2009,26,,,
14231,2009,27,,,
10299,2009,28,,,
10304,2009,29,,,
10288,2009,31,,,
10260,2009,32,,,
10243,2009,33,,,
10272,2009,34,,,
10305,2009,35,,,
10271,2009,36,,,
10308,2009,37,,,
10300,2009,37,,,
10292,2009,38,,,
10270,2009,38,,,
10740,2009,39,,,
10294,2009,39,,,
10289,2009,40,,,
10827,2009,40,,,
10296,2009,41,,,
10283,2009,43,,,
10250,2009,44,,,
10273,2009,46,,,
10830,2009,46,,,
10240,2009,46,,,
10307,2009,46,,,
10232,2009,47,,,
10235,2009,48,,,
10256,2009,49,,,
10297,2009,50,,,
10647,2009,50,,,
10279,2009,51,,,
10831,2009,53,,,
10234,2009,54,,,
10276,2009,55,,,
10306,2009,56,,,
10280,2009,57,,,
11234,2009,57,,,
10738,2009,57,,,
10302,2009,59,,,
10284,2009,61,,,
10737,2009,62,,,
11085,2009,63,,,
10275,2009,64,,,
10829,2009,64,,,
10742,2009,65,,,
10237,2009,65,,,
10245,2009,65,,,
10257,2009,66,,,
10692,2009,66,,,
10261,2009,68,,,
10838,2009,69,,,
10281,2009,91,,,
10282,2009,94,,,
10258,2009,95,,,
10287,2009,96,,,
10714,2009,97,,,
10826,2009,98,,,
10252,2010,0,,,
11398,2010,1,,,
10254,2010,2,,,
10245,2010,5,,,
10248,2010,6,,,
10407,2010,6,,,
10242,2010,7,,,
10264,2010,8,,,
10266,2010,8,,,
10263,2010,9,,,
10251,2010,10,,,
10295,2010,11,,,
10239,2010,12,,,
10269,2010,14,,,
10241,2010,16,,,
10259,2010,17,,,
10271,2010,18,,,
10298,2010,19,,,
10274,2010,20,,,
10305,2010,20,,,
10285,2010,21,,,
10279,2010,22,,,
10832,2010,22,,,
10303,2010,23,,,
10253,2010,23,,,
10233,2010,26,,,
10277,2010,26,,,
10299,2010,28,,,
10304,2010,29,,,
10294,2010,30,,,
10288,2010,31,,,
10261,2010,31,,,
10260,2010,32,,,
10243,2010,33,,,
10291,2010,34,,,
10290,2010,35,,,
10300,2010,37,,,
10283,2010,38,,,
10292,2010,38,,,
10740,2010,39,,,
10827,2010,40,,,
10289,2010,40,,,
10296,2010,41,,,
10276,2010,43,,,
10307,2010,44,,,
10301,2010,45,,,
10240,2010,46,,,
10830,2010,46,,,
10232,2010,47,,,
10235,2010,48,,,
10256,2010,49,,,
10297,2010,50,,,
10278,2010,51,,,
13278,2010,51,,,
10293,2010,52,,,
10647,2010,53,,,
10270,2010,54,,,
10234,2010,54,,,
10272,2010,55,,,
10306,2010,56,,,
10738,2010,57,,,
10280,2010,57,,,
11234,2010,57,,,
10249,2010,58,,,
10302,2010,59,,,
10737,2010,59,,,
13280,2010,60,,,
10284,2010,61,,,
10267,2010,62,,,
11085,2010,63,,,
10275,2010,64,,,
10829,2010,64,,,
10237,2010,65,,,
10742,2010,65,,,
10257,2010,66,,,
10692,2010,66,,,
10308,2010,67,,,
10838,2010,69,,,
10281,2010,91,,,
10282,2010,94,,,
10258,2010,95,,,
10287,2010,96,,,
10714,2010,97,,,
10826,2010,98,,,
10250,2010,99,,,
11398,2011,1,,,
10254,2011,2,,,
10252,2011,3,,,
10245,2011,5,,,
10248,2011,6,,,
10240,2011,7,,,
10264,2011,8,,,
10266,2011,8,,,
10263,2011,9,,,
10251,2011,10,,,
10295,2011,11,,,
10239,2011,12,,,
10407,2011,13,,,
10269,2011,14,,,
10241,2011,16,,,
10247,2011,16,,,
10242,2011,16,,,
10424,2011,17,,,
10271,2011,18,,,
10298,2011,19,,,
10274,2011,20,,,
10305,2011,20,,,
10285,2011,21,,,
10235,2011,22,,,
10279,2011,22,,,
10832,2011,22,,,
10303,2011,23,,,
10253,2011,23,,,
10648,2011,24,,,
10250,2011,25,,,
10277,2011,26,,,
10233,2011,26,,,
10680,2011,27,,,
10299,2011,28,,,
10294,2011,30,,,
10288,2011,31,,,
10261,2011,31,,,
10839,2011,32,,,
10260,2011,32,,,
10291,2011,34,,,
10290,2011,35,,,
10243,2011,36,,,
10300,2011,37,,,
10308,2011,37,,,
10270,2011,38,,,
10292,2011,38,,,
10283,2011,38,,,
10740,2011,39,,,
10827,2011,40,,,
10646,2011,41,,,
10745,2011,42,,,
10276,2011,43,,,
10829,2011,44,,,
10281,2011,45,,,
10830,2011,46,,,
10307,2011,46,,,
10232,2011,47,,,
10301,2011,48,,,
10256,2011,49,,,
10297,2011,50,,,
10278,2011,51,,,
13278,2011,51,,,
10293,2011,52,,,
10647,2011,53,,,
10234,2011,54,,,
10777,2011,54,,,
10272,2011,55,,,
10306,2011,56,,,
11234,2011,57,,,
10741,2011,57,,,
10280,2011,57,,,
10249,2011,58,,,
10737,2011,59,,,
10302,2011,59,,,
10738,2011,60,,,
10284,2011,61,,,
10267,2011,62,,,
11085,2011,63,,,
10275,2011,64,,,
10237,2011,65,,,
10742,2011,65,,,
10692,2011,66,,,
10257,2011,66,,,
10739,2011,69,,,
10834,2011,91,,,
10743,2011,92,,,
10282,2011,94,,,
10289,2011,96,,,
10287,2011,96,,,
10714,2011,97,,,
10826,2011,98,,,
10237,2012,0,,,
11398,2012,1,,,
10254,2012,2,,,
10252,2012,3,,,
10839,2012,4,,,
10245,2012,5,,,
10240,2012,6,,,
10248,2012,6,,,
10242,2012,7,,,
10264,2012,8,,,
10266,2012,8,,,
10263,2012,9,,,
10251,2012,10,,,
10239,2012,12,,,
10407,2012,13,,,
10269,2012,14,,,
10247,2012,16,,,
10241,2012,16,,,
10424,2012,17,,,
10271,2012,18,,,
10739,2012,19,,,
10147,2012,20,,,
10285,2012,21,,,
10235,2012,22,,,
10279,2012,22,,,
10832,2012,22,,,
10303,2012,23,,,
10648,2012,24,,,
10277,2012,26,,,
10233,2012,26,,,
10166,2012,27,,,
10299,2012,28,,,
10825,2012,28,,,
10274,2012,29,,,
10294,2012,30,,,
10302,2012,30,,,
10288,2012,31,,,
10261,2012,31,,,
10257,2012,32,,,
10260,2012,32,,,
10253,2012,33,,,
10291,2012,34,,,
10290,2012,35,,,
10243,2012,36,,,
10308,2012,37,,,
10300,2012,37,,,
10836,2012,37,,,
10283,2012,38,,,
10154,2012,38,,,
10270,2012,38,,,
10682,2012,39,,,
10740,2012,39,,,
10827,2012,40,,,
10292,2012,41,,,
10745,2012,42,,,
10834,2012,42,,,
10276,2012,43,,,
10234,2012,44,,,
10295,2012,45,,,
10281,2012,45,,,
10830,2012,46,,,
10307,2012,46,,,
10232,2012,47,,,
10301,2012,48,,,
10256,2012,49,,,
10737,2012,50,,,
10297,2012,50,,,
10831,2012,51,,,
10278,2012,51,,,
10293,2012,52,,,
10647,2012,53,,,
10272,2012,55,,,
10840,2012,56,,,
11234,2012,57,,,
10280,2012,57,,,
10738,2012,57,,,
10837,2012,59,,,
10306,2012,61,,,
10267,2012,62,,,
11085,2012,63,,,
10829,2012,64,,,
10742,2012,65,,,
10692,2012,66,,,
10201,2012,67,,,
10838,2012,69,,,
10824,2012,91,,,
10282,2012,94,,,
10833,2012,95,,,
10287,2012,96,,,
10714,2012,97,,,
10828,2012,97,,,
10826,2012,98,,,
10741,2012,99,,,
10837,2013,0,,,
10032,2013,1,,,
10254,2013,2,,,
10252,2013,3,,,
10839,2013,4,,,
10245,2013,5,,,
10240,2013,6,,,
10248,2013,6,,,
10242,2013,7,,,
10266,2013,8,,,
10264,2013,8,,,
10263,2013,9,,,
11083,2013,9,,,
10251,2013,10,,,
11425,2013,12,,,
10407,2013,13,,,
10269,2013,14,,,
10255,2013,15,,,
10241,2013,16,,,
10247,2013,16,,,
10424,2013,17,,,
10271,2013,18,,,
10682,2013,19,,,
10739,2013,19,,,
10202,2013,20,,,
10285,2013,21,,,
10832,2013,22,,,
10235,2013,22,,,
10237,2013,23,,,
10303,2013,23,,,
10648,2013,24,,,
10268,2013,25,,,
10277,2013,26,,,
10233,2013,26,,,
10166,2013,27,,,
10299,2013,28,,,
10274,2013,29,,,
10279,2013,29,,,
10302,2013,30,,,
10294,2013,30,,,
10261,2013,31,,,
10288,2013,31,,,
10257,2013,32,,,
10260,2013,32,,,
10253,2013,33,,,
10291,2013,34,,,
10290,2013,35,,,
10243,2013,36,,,
10300,2013,37,,,
10308,2013,37,,,
10836,2013,37,,,
10270,2013,38,,,
10154,2013,38,,,
10283,2013,38,,,
10647,2013,39,,,
10827,2013,40,,,
10292,2013,41,,,
10745,2013,42,,,
10834,2013,42,,,
11291,2013,43,,,
10234,2013,44,,,
10835,2013,44,,,
10281,2013,45,,,
10295,2013,45,,,
10521,2013,46,,,
10830,2013,46,,,
10307,2013,46,,,
10232,2013,47,,,
10301,2013,48,,,
10814,2013,49,,,
11082,2013,50,,,
10297,2013,50,,,
10278,2013,51,,,
11398,2013,51,,,
10293,2013,52,,,
10831,2013,53,,,
10272,2013,55,,,
10840,2013,56,,,
11234,2013,57,,,
10280,2013,57,,,
10738,2013,57,,,
13281,2013,58,,,
10306,2013,61,,,
10267,2013,62,,,
11085,2013,63,,,
10829,2013,64,,,
10275,2013,64,,,
10742,2013,65,,,
10692,2013,66,,,
10201,2013,67,,,
10838,2013,69,,,
10824,2013,91,,,
10737,2013,92,,,
11086,2013,93,,,
10282,2013,94,,,
10833,2013,95,,,
10287,2013,96,,,
10714,2013,97,,,
10828,2013,97,,,
10826,2013,98,,,
10741,2013,99,,,
11285,2014,0,,,
10837,2014,0,,,
10032,2014,1,,,
10254,2014,2,,,
10249,2014,3,,,
10240,2014,6,,,
10242,2014,7,,,
10266,2014,8,,,
10264,2014,8,,,
11083,2014,9,,,
10263,2014,9,,,
10251,2014,10,,,
10304,2014,10,,,
10777,2014,12,,,
10407,2014,13,,,
10269,2014,14,,,
10255,2014,15,,,
10241,2014,16,,,
10247,2014,16,,,
10518,2014,17,,,
10424,2014,17,,,
10271,2014,18,,,
10814,2014,19,,,
10739,2014,19,,,
10682,2014,19,,,
10268,2014,20,,,
10285,2014,21,,,
10832,2014,22,,,
10237,2014,23,,,
10303,2014,23,,,
10648,2014,24,,,
10183,2014,25,,,
10277,2014,26,,,
10233,2014,26,,,
10235,2014,26,,,
10166,2014,27,,,
10299,2014,28,,,
10274,2014,29,,,
10279,2014,29,,,
10302,2014,30,,,
10294,2014,30,,,
10288,2014,31,,,
10261,2014,31,,,
10260,2014,32,,,
10202,2014,32,,,
10253,2014,33,,,
10291,2014,34,,,
10290,2014,35,,,
10243,2014,36,,,
10836,2014,37,,,
10300,2014,37,,,
10308,2014,37,,,
10283,2014,38,,,
10154,2014,38,,,
10267,2014,39,,,
10740,2014,39,,,
10827,2014,40,,,
11425,2014,40,,,
10292,2014,41,,,
10745,2014,42,,,
10834,2014,42,,,
11291,2014,43,,,
10295,2014,45,,,
10521,2014,46,,,
10830,2014,46,,,
10232,2014,47,,,
10833,2014,48,,,
10281,2014,49,,,
10297,2014,50,,,
10278,2014,51,,,
11398,2014,51,,,
11228,2014,53,,,
11230,2014,54,,,
10272,2014,55,,,
10840,2014,56,,,
10738,2014,57,,,
10280,2014,57,,,
11234,2014,57,,,
13281,2014,58,,,
11084,2014,59,,,
11233,2014,60,,,
10306,2014,61,,,
11085,2014,63,,,
10275,2014,64,,,
10829,2014,64,,,
10742,2014,65,,,
11232,2014,65,,,
10257,2014,66,,,
10692,2014,66,,,
10201,2014,67,,,
10838,2014,69,,,
14747,2014,80,,,
10270,2014,89,,,
10831,2014,91,,,
10737,2014,92,,,
11086,2014,93,,,
10282,2014,94,,,
11231,2014,94,,,
11082,2014,95,,,
11229,2014,96,,,
10287,2014,96,,,
10714,2014,97,,,
10828,2014,97,,,
10826,2014,98,,,
10307,2014,98,,,
13279,2014,101,,,
10839,2014,106,,,
11389,2015,0,,,
11285,2015,0,,,
10837,2015,0,,,
11398,2015,1,,,
11329,2015,2,,,
10249,2015,3,,,
11397,2015,4,,,
10257,2015,5,,,
10240,2015,6,,,
10242,2015,7,,,
10264,2015,8,,,
10266,2015,8,,,
11086,2015,8,,,
10116,2015,8,,,
11083,2015,9,,,
10263,2015,9,,,
10271,2015,10,,,
10251,2015,10,,,
10777,2015,12,,,
10407,2015,13,,,
10269,2015,14,,,
10255,2015,15,,,
10560,2015,15,,,
10247,2015,16,,,
10518,2015,17,,,
10424,2015,17,,,
11310,2015,18,,,
10814,2015,19,,,
10682,2015,19,,,
11231,2015,19,,,
10739,2015,20,,,
10285,2015,21,,,
10832,2015,22,,,
10237,2015,23,,,
11395,2015,23,,,
10303,2015,23,,,
10648,2015,24,,,
10183,2015,25,,,
11154,2015,26,,,
10277,2015,26,,,
10233,2015,26,,,
10193,2015,27,,,
11229,2015,28,,,
10274,2015,29,,,
10279,2015,29,,,
10294,2015,30,,,
11316,2015,30,,,
10288,2015,31,,,
10261,2015,31,,,
10260,2015,32,,,
10202,2015,32,,,
10253,2015,33,,,
10290,2015,35,,,
10243,2015,36,,,
10308,2015,37,,,
10300,2015,37,,,
10283,2015,38,,,
10270,2015,38,,,
10154,2015,38,,,
10267,2015,39,,,
10740,2015,39,,,
11425,2015,40,,,
10827,2015,40,,,
10225,2015,41,,,
11390,2015,42,,,
11393,2015,43,,,
10835,2015,44,,,
10295,2015,45,,,
10307,2015,46,,,
11392,2015,46,,,
10232,2015,47,,,
10833,2015,48,,,
10281,2015,49,,,
13279,2015,50,,,
10278,2015,51,,,
10292,2015,51,,,
10293,2015,52,,,
10831,2015,53,,,
11228,2015,53,,,
10840,2015,56,,,
14747,2015,56,,,
10738,2015,57,,,
11234,2015,57,,,
10280,2015,57,,,
13281,2015,58,,,
11084,2015,59,,,
10830,2015,60,,,
10306,2015,61,,,
11483,2015,62,,,
11085,2015,63,,,
10829,2015,64,,,
10275,2015,64,,,
10742,2015,65,,,
11232,2015,65,,,
10692,2015,66,,,
10201,2015,67,,,
10838,2015,69,,,
10825,2015,69,,,
11291,2015,70,,,
11422,2015,86,,,
11396,2015,91,,,
10737,2015,92,,,
10287,2015,96,,,
10714,2015,97,,,
10826,2015,98,,,
11391,2015,100,,,
14203,2015,102,,,
12687,2015,105,,,
10839,2015,106,,,
11399,2015,109,,,
10549,2015,111,,,
11388,2015,114,,,
11394,2015,116,,,
10297,2015,120,,,
12699,2015,122,,,
10442,2016,1,,,
11329,2016,2,,,
10249,2016,3,,,
11397,2016,4,,,
12595,2016,4,,,
10116,2016,5,,,
10240,2016,6,,,
10560,2016,7,,,
10242,2016,7,,,
10264,2016,8,,,
10266,2016,8,,,
10263,2016,9,,,
11483,2016,9,,,
10251,2016,10,,,
10407,2016,10,,,
10777,2016,12,,,
10834,2016,13,,,
10269,2016,14,,,
10257,2016,15,,,
10255,2016,15,,,
10247,2016,16,,,
11398,2016,17,,,
10814,2016,19,,,
10682,2016,19,,,
10285,2016,21,,,
10271,2016,22,,,
10303,2016,23,,,
11395,2016,23,,,
10237,2016,23,,,
12693,2016,23,,,
10648,2016,24,,,
10183,2016,25,,,
10277,2016,26,,,
11154,2016,26,,,
10233,2016,26,,,
10410,2016,27,,,
10154,2016,28,,,
10739,2016,29,,,
10274,2016,29,,,
10294,2016,30,,,
12662,2016,30,,,
10261,2016,31,,,
10288,2016,31,,,
10260,2016,32,,,
11310,2016,32,,,
10253,2016,33,,,
10825,2016,34,,,
10290,2016,35,,,
10243,2016,36,,,
10300,2016,37,,,
10308,2016,37,,,
10283,2016,38,,,
10270,2016,38,,,
10203,2016,38,,,
11388,2016,39,,,
11425,2016,40,,,
10268,2016,41,,,
11390,2016,42,,,
11393,2016,43,,,
10835,2016,44,,,
10234,2016,44,,,
10295,2016,45,,,
10307,2016,46,,,
11392,2016,46,,,
10232,2016,47,,,
10847,2016,48,,,
10833,2016,48,,,
