LahmanPlayerID,Year,UniNo,,,
1214,1990,10,,,
1191,1990,11,,,
1540,1990,12,,,
1514,1990,13,,,
1315,1990,14,,,
1454,1990,15,,,
1329,1990,16,,,
1360,1990,17,,,
1560,1990,18,,,
1272,1990,19,,,
1344,1990,20,,,
1480,1990,21,,,
1025,1990,22,,,
1009,1990,24,,,
1228,1990,28,,,
1402,1990,29,,,
1472,1990,30,,,
1417,1990,31,,,
1465,1990,33,,,
11427,1990,35,,,
1345,1990,37,,,
1171,1990,38,,,
1398,1990,39,,,
1252,1990,40,,,
1512,1990,43,,,
1521,1990,44,,,
1428,1990,44,,,
1284,1990,45,,,
1429,1990,45,,,
1476,1990,47,,,
1553,1990,51,,,
1456,1990,55,,,
1527,1990,56,,,
1547,1990,67,,,
11467,1991,1,,,
1427,1991,2,,,
1156,1991,3,,,
1027,1991,4,,,
1196,1991,5,,,
1420,1991,6,,,
1237,1991,7,,,
1034,1991,8,,,
1567,1991,9,,,
1214,1991,10,,,
1232,1991,11,,,
1540,1991,12,,,
1514,1991,13,,,
1315,1991,14,,,
1454,1991,15,,,
11434,1991,16,,,
1360,1991,17,,,
1560,1991,18,,,
1272,1991,19,,,
1344,1991,20,,,
1019,1991,21,,,
1025,1991,22,,,
1009,1991,24,,,
11476,1991,25,,,
1227,1991,27,,,
1228,1991,28,,,
1402,1991,29,,,
1472,1991,30,,,
1417,1991,31,,,
1170,1991,32,,,
1465,1991,33,,,
11427,1991,35,,,
1345,1991,37,,,
1163,1991,38,,,
1398,1991,39,,,
1252,1991,40,,,
1512,1991,43,,,
1521,1991,44,,,
1284,1991,45,,,
1429,1991,45,,,
1476,1991,47,,,
1633,1991,48,,,
1554,1991,50,,,
1553,1991,51,,,
1527,1991,56,,,
1584,1991,61,,,
15650,1991,64,,,
10194,1991,65,,,
14565,1991,66,,,
1547,1991,67,,,
1638,1991,71,,,
11467,1992,1,,,
1156,1992,3,,,
1027,1992,4,,,
1196,1992,5,,,
1420,1992,6,,,
1237,1992,7,,,
1034,1992,8,,,
1567,1992,9,,,
1214,1992,10,,,
1360,1992,11,,,
1163,1992,11,,,
1540,1992,12,,,
1514,1992,13,,,
1315,1992,14,,,
1670,1992,15,,,
11434,1992,16,,,
1560,1992,18,,,
1272,1992,19,,,
1344,1992,20,,,
1019,1992,21,,,
1025,1992,22,,,
1039,1992,23,,,
1009,1992,24,,,
11476,1992,25,,,
1232,1992,27,,,
1693,1992,28,,,
1472,1992,30,,,
1417,1992,31,,,
1658,1992,32,,,
1465,1992,33,,,
1687,1992,35,,,
1345,1992,37,,,
1666,1992,38,,,
11440,1992,39,,,
1252,1992,40,,,
1661,1992,42,,,
1512,1992,43,,,
1521,1992,44,,,
1284,1992,45,,,
1429,1992,45,,,
1651,1992,46,,,
1476,1992,47,,,
1633,1992,48,,,
1708,1992,50,,,
1553,1992,51,,,
1694,1992,52,,,
1652,1992,54,,,
1527,1992,56,,,
1816,1992,57,,,
1841,1992,60,,,
1584,1992,61,,,
1305,1992,62,,,
10194,1992,65,,,
14565,1992,66,,,
1547,1992,67,,,
1683,1992,69,,,
1672,1992,70,,,
1638,1992,71,,,
1554,1992,77,,,
11467,1993,1,,,
1156,1993,3,,,
1756,1993,4,,,
1196,1993,5,,,
1420,1993,6,,,
1237,1993,7,,,
1567,1993,9,,,
10339,1993,10,,,
1722,1993,11,,,
1540,1993,12,,,
1514,1993,13,,,
1315,1993,14,,,
11434,1993,16,,,
1763,1993,17,,,
1414,1993,20,,,
1336,1993,21,,,
1025,1993,22,,,
1719,1993,24,,,
1693,1993,28,,,
1626,1993,29,,,
1472,1993,30,,,
1417,1993,31,,,
1465,1993,33,,,
1687,1993,35,,,
11440,1993,39,,,
1252,1993,40,,,
1661,1993,42,,,
1512,1993,43,,,
1284,1993,45,,,
1429,1993,45,,,
1651,1993,46,,,
1476,1993,47,,,
1633,1993,48,,,
1694,1993,52,,,
1768,1993,53,,,
1652,1993,54,,,
1441,1993,55,,,
1527,1993,56,,,
1816,1993,57,,,
1841,1993,60,,,
1584,1993,61,,,
1305,1993,62,,,
10194,1993,65,,,
14565,1993,66,,,
1547,1993,67,,,
1672,1993,70,,,
1781,1993,75,,,
1554,1993,77,,,
11467,1994,1,,,
1829,1994,3,,,
1756,1994,4,,,
1196,1994,5,,,
1420,1994,6,,,
1797,1994,8,,,
10339,1994,10,,,
1722,1994,11,,,
1540,1994,12,,,
1315,1994,14,,,
1803,1994,15,,,
1763,1994,17,,,
1836,1994,19,,,
1414,1994,20,,,
1025,1994,22,,,
1719,1994,24,,,
1845,1994,25,,,
1828,1994,26,,,
1693,1994,28,,,
1860,1994,29,,,
1472,1994,30,,,
1807,1994,31,,,
1626,1994,31,,,
1465,1994,33,,,
1687,1994,35,,,
1672,1994,37,,,
1820,1994,38,,,
11440,1994,39,,,
1252,1994,40,,,
1661,1994,42,,,
1429,1994,45,,,
1284,1994,45,,,
1651,1994,46,,,
1476,1994,47,,,
1633,1994,48,,,
1830,1994,49,,,
12964,1994,50,,,
1694,1994,52,,,
1768,1994,53,,,
1652,1994,54,,,
1441,1994,55,,,
1527,1994,56,,,
1816,1994,57,,,
1841,1994,60,,,
1584,1994,61,,,
10194,1994,65,,,
14565,1994,66,,,
1547,1994,67,,,
1781,1994,75,,,
