playerid,lahmanID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,namefirst,namelast,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,BBrefMiLBid,DraftValue,Fastball,Changeup,Curve,Slider,Sinker,Splitter,Forkball,Cutter,Knuckleball,KnuckleCurve,CircleChange,Screwball,pexp,cexp,1bexp,2bexp,ssexp,3bexp,lfexp,cfexp,rfexp,infrange,inferror,infarm,infdp,cability,carm,ofrange,oferror,ofarm,Ethnicity,Arm Slot,대학,고교
31077,1077,,,1955,4,30,South Korea,,Seoul,,,,,,,Su-hui,Bae,,,,,,R,R,1982,1982,,,,,,41077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경동고
41097,11097,,,1994,3,7,South Korea,,Incheon,,,,,,,Seung-hyeon,Jang,,,,184,72,R,R,2015,2024,,,,,,51097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,제물포고
31032,1032,,,1956,1,17,South Korea,,Busan,,,,,,,Dong-yeol,Cha,,,,180,70,R,R,1982,1991,,,,,,41032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경남고
42966,12966,,,1973,4,12,South Korea,,Seoul,,,,,,,Jeong-seok,Jang,,,,177,69,L,R,1996,2003,Chung-Ang University,,,,,52966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,중앙,덕수상고
40819,10819,,,1989,12,14,South Korea,,Seoul,,,,,,,Jeong-lip,Hwang,,,,182,71,L,R,2012,2016,Korea University,,,,,50819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,고려,배명고
44226,14226,,,1989,2,9,South Korea,,,,,,,,,Jake,Smolinski,,,,180,70,R,R,2019,2019,,,,,,54226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
41439,11439,,,1970,3,15,South Korea,,,,,,,,,Hyun-sik,Won,,,,,,R,R,1993,1994,Konkuk University,,,,,51439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,
31041,1041,,,1955,4,26,South Korea,,Pohang,,,,,,,Chan,Park,,,,,,R,R,1982,1986,,,,,,41041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경북고
32375,2375,,,1976,8,21,South Korea,,,,,,,,,Michael,Serveneck,,,,178,70,R,R,2006,2006,,,,,,42375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
42941,12941,,,1997,8,29,South Korea,,Suwon,,,,,,,Hyun-bin,Hong,,,,174,68,L,R,2017,2024,,,,,,52941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,유신고
31339,1339,,,1962,9,14,South Korea,,,,,,,,,Dae-hwan,An,,,,,,R,R,1987,1993,Yeungnam University,,,,,41339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,영남,
46072,16072,,,2001,8,21,South Korea,,Sokcho,,,,,,,Da-min,Jeon,,,,177,69,L,R,2024,2024,Gangneung Yeongdong University,,,,,56072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,강릉영동,설악고
31759,1759,,,1970,5,29,South Korea,,Gongju,,,,,,,Jun,Heo,,,,181,71,R,R,1993,2004,Kyungsung University,,,,,41759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경성,공주고
40413,10413,,,1981,9,8,South Korea,,Cheonan,,,,,,,Yun,Oh,,,,186,73,R,R,2000,2014,,,,,,50413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,북일고
32143,2143,,,1970,11,2,South Korea,,,,,,,,,Tyrone,Hornes,,,,182,71,L,R,2000,2000,,,,,,42143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
40914,10914,,,1994,2,24,South Korea,,Cheonan,,,,,,,Tae-yong,Eom,,,,183,72,R,R,2013,2018,,,,,,50914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,북일고
31065,1065,,,1957,6,19,South Korea,,Gunsan,,,,,,,Jong-yoon,Kim,,,,170,66,R,R,1982,1986,Chung-Ang University,,,,,41065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,중앙,군산상고
40169,10169,,,1978,2,25,South Korea,,Seoul,,,,,,,Seung-hwan,Choi,,,,186,73,R,R,2000,2013,Yonsei University,,,,,50169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,연세,배재고
31681,1681,,,1968,6,3,South Korea,,,,,,,,,Duk-young,Jang,,,,,,R,R,1992,1993,Yeungnam University,,,,,41681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,영남,
32124,2124,,,1967,1,4,South Korea,,,,,,,,,Ted,Wood,,,,188,74,L,L,2000,2000,,,,,,42124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
31723,1723,,,1970,10,10,South Korea,,,,,,,,,Kyung-ha,Kim,,,,,,R,R,1993,1996,Korea University,,,,,41723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,고려,
32079,2079,,,1975,11,23,South Korea,,Seoul,,,,,,,Jung-hoon,Lee,,,,178,70,R,R,1998,1999,Hongik University,,,,,42079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,홍익,장충고
31146,1146,,,1960,10,13,South Korea,,Seoul,,,,,,,Jung-soo,Kim,,,,,,R,R,1983,1985,Korea University,,,,,41146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,고려,신일고
32342,2342,,,1978,2,10,Dominican Republic,,,,,,,,,Ruben,Mateo,,,,182,71,R,R,2005,2005,,,,,,42342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
41092,11092,,,1988,1,11,South Korea,,Incheon,,,,,,,Seung-jun,Choi,,,,188,74,R,R,2006,2021,,,,,,51092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,동산고
31242,1242,,,1963,5,1,South Korea,,Busan,,,,,,,Hee-chan,Park,,,,,,R,R,1985,1988,Dong-A University,,,,,41242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,경남고
44140,14140,,,1997,1,11,South Korea,,Seoul,,,,,,,Bon-hyuk,Koo,,,,177,69,R,R,2019,2024,Dongguk University,,,,,54140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동국,장충고
45150,15150,,,1993,3,28,Dominican Republic,,,,,,,,,Robel,Garc?a,,,,183,72,S,R,2022,2022,,,,,,55150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
31217,1217,,,1957,2,8,South Korea,,Seoul,,,,,,,Hui-sup,Hong,,,,,,R,R,1984,1985,Sungkyunkwan University,,,,,41217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,성균관,중앙고
40561,10561,,,1986,7,9,South Korea,,Busan,,,,,,,Hyun-tae,Jeon,,,,184,72,L,R,2005,2016,,,,,,50561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,부산고
41451,11451,,,1977,2,8,South Korea,,Seoul,,,,,,,Gye-seong,Lee,,,,183,72,R,R,1996,2005,,,,,,51451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,신일고
31944,1944,,,1972,5,3,South Korea,,,,,,,,,Chul-min,Choi,,,,,,R,R,1995,1997,Yeungnam University,,,,,41944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,영남,
31100,1100,,,1956,7,16,South Korea,,,,,,,,,Jung-ki,Choi,,,,,,R,R,1982,1983,Dongguk University,,,,,41100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동국,
31995,1995,,,1974,5,17,South Korea,,Seoul,,,,,,,Nam-ki,Cho,,,,183,72,L,R,1997,1999,Chung-Ang University,,,,,41995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,중앙,장충고
31870,1870,,,1976,3,5,South Korea,,Daegu,,,,,,,Seung-kwan,Kim,,,,186,73,R,R,1995,2007,,,,,,41870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,대구상고
42570,12570,,,1993,12,21,South Korea,,Cheonan,,,,,,,Ju-hyeon,Kim,,,,186,73,L,L,2016,2023,Kyung Hee University,,,,,52570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경희,북일고
44761,14761,,,1992,1,10,South Korea,,,,,,,,,Ryon cristopher,Healy,,,,195,76,R,R,2021,2021,,,,,,54761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
31427,1427,,,1964,12,25,South Korea,,Pohang,,,,,,,Hae-myung,Choi,,,,173,68,R,R,1989,1993,Yonsei University,,,,,41427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,연세,포철공고
32271,2271,,,1983,7,23,South Korea,,Seongnam,,,,,,,Kwang-hee,Kim,,,,188,74,L,L,2003,2003,,,,,,42271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,성남고
41111,11111,,,1994,6,1,South Korea,,Busan,,,,,,,Hyun,Jung,,,,181,71,R,R,2013,2022,,,,,,51111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,부산고
40547,10547,,,1988,10,16,South Korea,,Gwangju,,,,,,,Kang,Kim,,,,188,74,L,L,2000,2015,,,,,,50547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,광주제일고
32188,2188,,,1970,4,29,South Korea,,#N/A,,,,,,,J.r.,Philllips,,,,183,72,L,L,2001,2001,,,,,,42188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,미국 비숍고
31089,1089,,,1957,3,14,South Korea,,Incheon,,,,,,,Chul-sung,Lee,,,,170,66,R,R,1982,1986,Inha University,,,,,41089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,인하,인천고
31270,1270,,,1963,12,23,South Korea,,Gunsan,,,,,,,Pyung-ho,Kim,,,,169,66,R,R,1986,1992,Dongguk University,,,,,41270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동국,군산상고
43195,13195,,,1999,8,20,South Korea,,Cheonan,,,,,,,Sang-min,Choi,,,,178,70,L,L,2018,2024,,,,,,53195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,북일고
31376,1376,,,1965,5,15,South Korea,,Seoul,,,,,,,Jung-sik,Ko,,,,185,72,R,R,1988,1993,Chung-Ang University,,,,,41376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,중앙,서울고
31067,1067,,,1962,9,10,South Korea,,Daejeon,,,,,,,Jin-hong,Kim,,,,,,R,R,1982,1989,Inha University,,,,,41067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,인하,대전고
45625,15625,,,2000,6,26,South Korea,,Seoul,,,,,,,Young-bin,Bae,,,,178,70,R,R,2023,2023,Hongik University,,,,,55625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,홍익,서울고
31878,1878,,,1972,12,24,South Korea,,,,,,,,,Myung-jin,Do,,,,,,R,R,1995,1996,Hanyang University,,,,,41878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,한양,
32000,2000,,,1974,8,9,South Korea,,,,,,,,,Ik-hee,Han,,,,,,R,R,1997,1997,Wonkwang University,,,,,42000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,원광,
31795,1795,,,1971,10,10,South Korea,,,,,,,,,Seong-tae,Kim,,,,,,R,R,1994,1998,Keimyung University,,,,,41795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,계명,
32171,2171,,,1968,11,4,Puerto Rico,,,,,,,,,Carlos,Baerga,,,,180,70,S,R,2001,2001,,,,,,42171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,푸에르토리코 바바라고
31989,1989,,,1974,5,25,South Korea,,,,,,,,,Young-ju,Lee,,,,,,R,R,1997,1998,Hanyang University,,,,,41989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,한양,
44191,14191,,,1999,12,8,South Korea,,Pohang,,,,,,,Min-seong,Kang,,,,180,70,R,R,2019,2024,,,,,,54191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경북고
45097,15097,,,2003,7,3,South Korea,,Suwon,,,,,,,Byeong-jun,Kim,,,,175,68,L,R,2022,2024,,,,,,55097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,유신고
40808,10808,,,1989,6,2,South Korea,,Changwon,,,,,,,Jung-min,Choi,,,,177,69,L,R,2012,2022,Dong-A University,,,,,50808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,마산고
31351,1351,,,1962,4,24,South Korea,,,,,,,,,Jae-sung,Lee,,,,,,R,R,1987,1991,Konkuk University,,,,,41351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,
41273,11273,,,1991,9,6,South Korea,,Seoul,,,,,,,Chang-yul,Lee,,,,175,68,L,R,2014,2019,Konkuk University,,,,,51273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,신일고
44752,14752,,,1989,6,10,Dominican Republic,,,,,,,,,Zoilo,Almonte,,,,183,72,S,R,2021,2021,,,,,,54752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
40570,10570,,,1984,1,20,South Korea,,Cheonan,,,,,,,Seung-hak,Yang,,,,187,73,R,R,2004,2009,,,,,,50570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,북일고
32245,2245,,,1979,6,27,South Korea,,Cheonan,,,,,,,Hyun-soo,Cho,,,,180,70,L,L,2002,2005,Kyung Hee University,,,,,42245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경희,북일고
43151,13151,,,1995,6,3,South Korea,,Gwangju,,,,,,,Ho-yeon,Lee,,,,177,69,L,R,2018,2024,Sungkyunkwan University,,,,,53151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,성균관,광주제일고
43128,13128,,,1999,3,25,South Korea,,Seoul,,,,,,,Jun-woo,Choi,,,,176,69,L,R,2018,2024,,,,,,53128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,장충고
32316,2316,,,1981,3,25,South Korea,,Cheonan,,,,,,,Chang-hoon,Lee,,,,175,68,R,R,2004,2004,Yonsei University,,,,,42316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,연세,북일고
31097,1097,,,1955,1,15,South Korea,,,,,,,,,Soon-ha,Choi,,,,,,R,R,1982,1982,Dong-A University,,,,,41097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,
40078,10078,,,1986,11,22,South Korea,,Cheongju,,,,,,,Jong-nam,Kim,,,,186,73,L,R,2009,2011,Sungkyunkwan University,,,,,50078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,성균관,청원고
40688,10688,,,1987,3,1,South Korea,,Seongnam,,,,,,,Dong-gil,Kim,,,,179,70,R,R,2000,2016,Chung-Ang University,,,,,50688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,중앙,성남고
45645,15645,,,2000,9,15,South Korea,,Incheon,,,,,,,Dong-hyeok,Kim,,,,177,69,L,L,2023,2024,Gangneung Yeongdong University,,,,,55645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,강릉영동,제물포고
31028,1028,,,1954,3,26,South Korea,,,,,,,,,Gu-wang,Jung,,,,,,R,R,1982,1986,Chung-Ang University,,,,,41028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,중앙,
31600,1600,,,1972,3,14,South Korea,,Seoul,,,,,,,Jae-hoon,Jung,,,,,,R,R,1991,1991,,,,,,41600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,중앙고
45084,15084,,,2003,7,18,South Korea,,Busan,,,,,,,Won-young,Choi,,,,174,68,R,R,2022,2024,,,,,,55084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,부산고
41455,11455,,,1978,4,5,South Korea,,Cheongju,,,,,,,Tae-soo,Yoon,,,,178,70,L,L,2002,2003,Konkuk University,,,,,51455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,청주기공고
31451,1451,,,1967,1,18,South Korea,,Pohang,,,,,,,Sang-dae,Lee,,,,,,L,L,1989,1994,Sungkyunkwan University,,,,,41451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,성균관,포철공고
44124,14124,,,2000,3,18,South Korea,,Cheonan,,,,,,,Woo-hyuk,Byun,,,,185,72,R,R,2019,2024,,,,,,54124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,북일고
32229,2229,,,1979,5,27,South Korea,,Changwon,,,,,,,Jung-hyun,Kim,,,,182,71,R,R,2002,2003,Kyungsung University,,,,,42229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경성,마산상고
42622,12622,,,1997,12,29,South Korea,,Busan,,,,,,,Chan-hyung,Kim,,,,182,71,R,R,2016,2024,,,,,,52622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경남고
32026,2026,,,1969,11,23,South Korea,,,,,,,,,Doug,Brady,,,,,,L,R,1998,1998,,,,,,42026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
31098,1098,,,1963,1,15,South Korea,,Gwangju,,,,,,,Young-jo,Choi,,,,,,R,R,1982,1983,,,,,,41098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,광주상고
31670,1670,,,1968,2,15,South Korea,,,,,,,,,Chul-hee,Park,,,,,,R,R,1992,1992,Dankook University,,,,,41670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,단국,
40179,10179,,,1988,3,16,South Korea,,Seoul,,,,,,,Doo-hwan,Lee,,,,185,72,R,R,2007,2012,,,,,,50179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,장충고
40084,10084,,,1983,9,17,South Korea,,Busan,,,,,,,Woong,Heo,,,,177,69,R,R,2002,2016,,,,,,50084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,부산고
32231,2231,,,1964,7,3,South Korea,,,,,,,,,Warren,Newson,,,,170,66,L,L,2002,2002,,,,,,42231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
31538,1538,,,1971,7,16,South Korea,,,,,,,,,Chi-yong,Choi,,,,,,R,R,1990,1991,Keimyung University,,,,,41538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,계명,
31565,1565,,,1968,6,2,South Korea,,,,,,,,,Sung-woo,Lim,,,,,,L,L,1991,1993,Dongguk University,,,,,41565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동국,
42683,12683,,,1993,3,7,South Korea,,Jeonju,,,,,,,Eun-sung,Kim,,,,179,70,R,R,2016,2021,Wonkwang University,,,,,52683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,원광,전주고
40566,10566,,,1981,12,10,Dominican Republic,,,,,,,,,Victor,Diaz,,,,188,74,R,R,2009,2009,,,,,,50566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
40515,10515,,,1979,7,13,South Korea,,Daejeon,,,,,,,Seung-hwa,Seo,,,,195,76,L,L,2002,2010,Dongguk University,,,,,50515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동국,대전고
31371,1371,,,1955,5,10,South Korea,,,,,,,,,Dong-yeol,Kwak,,,,,,R,R,1988,1989,Dong-A University,,,,,41371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,
45081,15081,,,2003,3,4,South Korea,,Seongnam,,,,,,,Ju-heon,Lee,,,,185,72,R,R,2022,2024,,,,,,55081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,성남고
42693,12693,,,1983,11,6,South Korea,,,,,,,,,Justin,Maxwell,,,,192,75,R,R,2016,2016,,,,,,52693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
31614,1614,,,1968,2,15,South Korea,,,,,,,,,Hyun-chul,Kang,,,,,,R,R,1991,1994,Keimyung University,,,,,41614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,계명,
41550,11550,,,1996,3,27,South Korea,,Changwon,,,,,,,Seong-jun,Park,,,,175,68,R,R,2015,2020,,,,,,51550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,마산고
40417,10417,,,1989,3,18,South Korea,,Seoul,,,,,,,Min-soo,Jeon,,,,177,69,L,R,2000,2022,,,,,,50417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,덕수고
31456,1456,,,1970,1,23,South Korea,,Suwon,,,,,,,Jon-soo,Jung,,,,,,R,R,1989,1990,,,,,,41456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경기고
31873,1873,,,1976,12,5,South Korea,,Gongju,,,,,,,Young-jin,Kim,,,,,,R,R,1995,1996,,,,,,41873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,공주고
31732,1732,,,1972,10,24,South Korea,,Seoul,,,,,,,Sung-ki,Kim,,,,,,R,R,1992,1993,,,,,,41732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,장충고
44854,14854,,,1998,12,17,South Korea,,Gwangju,,,,,,,Jae-hong,Lee,,,,171,67,R,R,2021,2023,Korea University,,,,,54854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,고려,광주동성고
31825,1825,,,1975,6,21,South Korea,,,,,,,,,Yeon-je,Cho,,,,,,L,L,1994,1994,,,,,,41825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
32065,2065,,,1973,9,2,South Korea,,Seoul,,,,,,,Ji-hoon,Kim,,,,182,71,R,R,1999,2004,Korea University,,,,,42065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,고려,신일고
46076,16076,,,2005,3,25,South Korea,,Seoul,,,,,,,Hyun-jun,Ryu,,,,182,71,R,R,2024,2024,,,,,,56076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,장충고
31886,1886,,,1972,5,21,South Korea,,Incheon,,,,,,,Jae-young,Wee,,,,183,72,R,R,1995,2007,Inha University,,,,,41886,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,인하,동산고
32304,2304,,,1981,11,16,South Korea,,Seoul,,,,,,,Young-geun,Kwon,,,,177,69,R,R,2004,2005,Konkuk University,,,,,42304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,덕수정보고
46091,16091,,,2004,3,20,South Korea,,Daegu,,,,,,,Ho-jun,Lee,,,,172,67,L,R,2024,2024,,,,,,56091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,대구상원고
31191,1191,,,1958,5,24,South Korea,,Busan,,,,,,,Dong-won,Choi,,,,179,70,R,R,1983,1990,Yonsei University,,,,,41191,,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,연세,경남고
31092,1092,,,1958,9,17,South Korea,,,,,,,,,Jung-myun,Lim,,,,,,R,R,1982,1988,Konkuk University,,,,,41092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,
31502,1502,,,1970,4,28,South Korea,,Gangneung,,,,,,,Ho-gyu,Kang,,,,,,R,R,1990,1990,,,,,,41502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,강릉고
42617,12617,,,1993,10,18,South Korea,,Seoul,,,,,,,Kwan-hyun,Noh,,,,172,67,L,R,2016,2018,Kyung Hee University,,,,,52617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경희,개성고
40091,10091,,,1979,9,12,South Korea,,Incheon,,,,,,,Yong-woo,Kim,,,,180,70,L,R,1998,2010,Yonsei University,,,,,50091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,연세,인천고
42638,12638,,,1997,8,28,South Korea,,Daejeon,,,,,,,Seon-do,Hwang,,,,184,72,R,R,2016,2019,,,,,,52638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,대전고
40380,10380,,,1985,11,21,South Korea,,Daegu,,,,,,,Hyun-kun,Jo,,,,184,72,L,L,2005,2016,,,,,,50380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,대구상원고
31974,1974,,,1974,4,24,South Korea,,,,,,,,,Do-hyung,Kim,,,,,,R,R,1997,1997,Inha University,,,,,41974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,인하,
31758,1758,,,1970,10,11,South Korea,,Seoul,,,,,,,Hyuk-soo,Han,,,,179,70,R,R,1993,1995,Kyung Hee University,,,,,41758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경희,충암고
44690,14690,,,1998,12,24,South Korea,,Gangneung,,,,,,,In-han,Lee,,,,183,72,R,R,2021,2024,Gangneung Yeongdong University,,,,,54690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,강릉영동,강릉고
44777,14777,,,1998,9,12,South Korea,,Cheongju,,,,,,,Dong-jin,Kwon,,,,178,70,L,R,2021,2024,Wonkwang University,,,,,54777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,원광,세광고
40116,10116,,,1985,9,12,South Korea,,Seongnam,,,,,,,Hyeon-geun,Oh,,,,183,72,L,L,2008,2016,Korea University,,,,,50116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,고려,성남고
32352,2352,,,1982,3,11,South Korea,,Busan,,,,,,,Jun-young,Hwang,,,,178,70,R,R,2005,2007,Kyungsung University,,,,,42352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경성,경남고
31994,1994,,,1974,6,27,South Korea,,,,,,,,,Soon-jae,Jang,,,,,,R,R,1997,1997,Dong-A University,,,,,41994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,
32036,2036,,,1973,8,1,South Korea,,Gwangju,,,,,,,Won-bae,Jung,,,,181,71,R,R,1996,2000,Inha University,,,,,42036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,인하,광주진흥고
31605,1605,,,1964,6,15,South Korea,,,,,,,,,Jae-ryong,Choi,,,,,,R,R,1991,1991,Kyungsung University,,,,,41605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경성,
32347,2347,,,1982,6,18,South Korea,,Changwon,,,,,,,Sung-min,Lim,,,,186,73,R,R,2005,2006,Kyungsung University,,,,,42347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경성,마산상고
