playerid,lahmanID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,namefirst,namelast,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,BBrefMiLBid,DraftValue,Fastball,Changeup,Curve,Slider,Sinker,Splitter,Forkball,Cutter,Knuckleball,KnuckleCurve,CircleChange,Screwball,pexp,cexp,1bexp,2bexp,ssexp,3bexp,lfexp,cfexp,rfexp,infrange,inferror,infarm,infdp,cability,carm,ofrange,oferror,ofarm,Ethnicity,Arm Slot,대학,고교
44767,14767,,,2002,5,20,South Korea,,Seoul,,,,,,,Jang-han,Oh,,,,183,72,L,R,2021,2024,,,,,,54767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,장안고
31004,1004,,,1959,11,5,South Korea,,Incheon,,,,,,,Kyung-nam,Kim,,,,176,69,R,R,1982,1988,Inha University,,,,,41004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,인하,인천고
32376,2376,,,1984,3,4,South Korea,,Seoul,,,,,,,Soo,Song,,,,185,72,R,R,2006,2012,,,,,,42376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,중앙고
31298,1298,,,1962,6,26,South Korea,,Cheonan,,,,,,,Hong-sik,Yoon,,,,,,R,R,1986,1987,Inha University,,,,,41298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,인하,북일고
31790,1790,,,1974,8,12,South Korea,,Seoul,,,,,,,Yu-sun,Gong,,,,,,R,R,1994,1994,,,,,,41790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,휘문고
46068,16068,,,2005,8,4,South Korea,,Seoul,,,,,,,Dong-keon,Yeo,,,,175,68,R,R,2024,2024,,,,,,56068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,서울고
40388,10388,,,1983,4,12,South Korea,,Pohang,,,,,,,Do-hyeon,Park,,,,183,72,R,R,2002,2011,,,,,,50388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경북고
32127,2127,,,1976,12,11,South Korea,,Seoul,,,,,,,Sang-hyun,Lee,,,,183,72,R,R,2000,2004,Chung-Ang University,,,,,42127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,중앙,휘문고
31130,1130,,,1954,6,28,South Korea,,,,,,,,,Kwang-kwon,Lee,,,,,,R,R,1982,1985,,,,,,41130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
32281,2281,,,1966,4,16,Puerto Rico,,,,,,,,,Boi,Rodriguez,,,,184,72,L,R,2003,2003,,,,,,42281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,푸에르토리코 라살레고
31987,1987,,,1978,4,25,South Korea,,Seoul,,,,,,,Deuk-soo,Lee,,,,,,R,R,1997,1998,,,,,,41987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,배명고
40567,10567,,,1991,10,22,South Korea,,Cheonan,,,,,,,Jae-woo,Kim,,,,181,71,R,R,2010,2015,,,,,,50567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,1,,북일고
44885,14885,,,1998,4,30,South Korea,,Seongnam,,,,,,,Jin-yeong,Jeon,,,,177,69,L,R,2021,2024,Kyung Hee University,,,,,54885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경희,성남고
31591,1591,,,1972,10,9,South Korea,,Jeonju,,,,,,,Sung-ki,Yoo,,,,,,R,R,1991,1993,,,,,,41591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,전주고
31586,1586,,,1968,12,22,South Korea,,,,,,,,,Cheon-yoo,Park,,,,,,R,R,1991,1991,Chung-Ang University,,,,,41586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,중앙,
32064,2064,,,1976,12,7,South Korea,,Seoul,,,,,,,Ki-hwan,Kim,,,,182,71,R,R,1999,2000,Wonkwang University,,,,,42064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,원광,신일고
40568,10568,,,1989,5,2,South Korea,,Daejeon,,,,,,,Sang-gyu,Park,,,,183,72,R,R,2008,2015,,,,,,50568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,대전고
31241,1241,,,1959,7,17,South Korea,,,,,,,,,Myung-woom,Park,,,,,,R,R,1983,1985,Chung-Ang University,,,,,41241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,중앙,
43109,13109,,,1999,2,20,South Korea,,Seoul,,,,,,,Chan-eui,Song,,,,182,71,R,R,2018,2024,,,,,,53109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,선린인터넷고
31746,1746,,,1972,7,24,South Korea,,Gwangyang,,,,,,,Tae-won,Woo,,,,,,R,R,1993,1994,,,,,,41746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,광영고
32305,2305,,,1984,7,23,South Korea,,Seoul,,,,,,,Man-yoon,Kim,,,,184,72,S,R,2004,2008,,,,,,42305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,서울고
40285,10285,,,1980,6,29,South Korea,,Busan,,,,,,,Seung-jun,Song,,,,184,72,R,R,2007,2021,,,,,,50285,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경남고
40237,10237,,,1986,6,4,South Korea,,Busan,,,,,,,Young-jun,Kwon,,,,176,69,L,L,2009,2013,Korea University,,,,,50237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,고려,부산고
31972,1972,,,1974,11,10,South Korea,,,,,,,,,Shin-chang,Kang,,,,,,R,R,1997,1998,Dong-A University,,,,,41972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,
32307,2307,,,1978,9,23,South Korea,,Gwangju,,,,,,,Won,Kim,,,,183,72,R,R,2004,2004,Wonkwang University,,,,,42307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,원광,진흥고
31734,1734,,,1974,5,20,South Korea,,Incheon,,,,,,,Sung-jun,Kim,,,,182,71,R,R,1993,1993,,,,,,41734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,인천고
40554,10554,,,1985,12,4,South Korea,,Cheongju,,,,,,,Hoe-seong,Kim,,,,190,74,R,R,2009,2020,Kyungsung University,,,,,50554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경성,세광고
31660,1660,,,1970,12,12,South Korea,,,,,,,,,Tae-dong,Kim,,,,,,R,R,1992,1995,Dankook University,,,,,41660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,단국,
31212,1212,,,1955,3,10,South Korea,,Daegu,,,,,,,Sam-yeol,Lee,,,,,,R,R,1984,1984,,,,,,41212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,대구상고
31946,1946,,,1972,6,22,South Korea,,,,,,,,,Kwang-chun,Hong,,,,,,R,R,1996,1996,Gyeongnam University,,,,,41946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경남,
31881,1881,,,1972,4,30,South Korea,,,,,,,,,Seok-young,Seo,,,,,,R,R,1995,1997,Inha University,,,,,41881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,인하,
32321,2321,,,1981,5,5,South Korea,,Seoul,,,,,,,Ma-tae,Hong,,,,180,70,L,L,2004,2005,Korea University,,,,,42321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,고려,중앙고
41186,11186,,,1990,6,30,South Korea,,Pohang,,,,,,,Yong-joo,Seo,,,,184,72,R,R,2000,2015,Dong-eui University,,,,,51186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동의,포철공고
31813,1813,,,1975,1,22,South Korea,,Seoul,,,,,,,Tae-jun,Yoo,,,,,,R,R,1994,1994,,,,,,41813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,서울고
40794,10794,,,1982,10,28,South Korea,,,,,,,,,Anthony allen,Lerew,,,,193,75,L,R,2012,2013,,,,,,50794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
44168,14168,,,1996,6,11,South Korea,,Changwon,,,,,,,Min-soo,Kim,,,,180,70,R,R,2019,2022,,,,,,54168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,마산고
40034,10034,,,1990,10,24,South Korea,,Seoul,,,,,,,Hyo-seop,Yoon,,,,170,66,L,R,2009,2015,,,,,,50034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,동성고
40158,10158,,,1971,3,17,South Korea,,Suncheon,,,,,,,Woong-cheon,Cho,,,,183,72,L,R,1990,2009,,,,,,50158,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Asian,4,,순천상고
31510,1510,,,1967,10,13,South Korea,,,,,,,,,Woo-hyun,Kim,,,,,,R,R,1990,1990,Sungkyunkwan University,,,,,41510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,성균관,
32166,2166,,,1978,3,2,South Korea,,Pohang,,,,,,,Moo-sung,Kim,,,,178,70,R,R,2001,2003,Keimyung University,,,,,42166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,계명,경북고
40409,10409,,,1986,12,26,South Korea,,Seongnam,,,,,,,Byoung-woo,Kang,,,,183,72,L,R,2005,2014,,,,,,50409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,성남고
41123,11123,,,1983,9,1,South Korea,,Seoul,,,,,,,Se-eop,Lim,,,,181,71,R,R,2002,2013,,,,,,51123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,서울고
41281,11281,,,1976,6,4,South Korea,,Gwangju,,,,,,,Chang-yong,Lim,,,,182,71,R,R,1995,2018,,,,,,51281,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,1,,진흥고
31535,1535,,,1967,10,28,South Korea,,,,,,,,,Gwang-cheon,Choi,,,,,,R,R,1990,1993,Wonkwang University,,,,,41535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,원광,
46130,16130,,,2005,1,8,South Korea,,Gwangju,,,,,,,Ji-hoo,Song,,,,175,68,R,R,2024,2024,,,,,,56130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,광주제일고
31694,1694,,,1968,7,8,South Korea,,Pohang,,,,,,,Bong-ok,Oh,,,,182,71,R,R,1992,2006,,,,,,41694,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,포철공고
32112,2112,,,1976,11,25,South Korea,,Incheon,,,,,,,Moo-sung,Kim,,,,186,73,R,R,1999,2001,Konkuk University,,,,,42112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,인천고
31789,1789,,,1974,7,1,South Korea,,Suwon,,,,,,,Seok,Kang,,,,,,R,R,1994,1994,,,,,,41789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경기고
40606,10606,,,1984,7,28,South Korea,,Daejeon,,,,,,,Gyu-jin,Yun,,,,187,73,R,R,2003,2021,Daejeon University,,,,,50606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,대전,대전고
40203,10203,,,1984,3,11,South Korea,,Seongnam,,,,,,,Kyeong-eun,Noh,,,,187,73,R,R,2003,2024,,,,,,50203,,1,5,2,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,Asian,4,,성남고
45627,15627,,,2000,3,1,South Korea,,Daejeon,,,,,,,Soo-nyeong,Yoon,,,,173,68,L,R,2023,2023,Yonsei University,,,,,55627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,연세,대전고
31464,1464,,,1966,6,14,South Korea,,Gunsan,,,,,,,Myeong-won,Chung,,,,189,74,R,R,1989,2000,Wonkwang University,,,,,41464,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,원광,군산상고
32340,2340,,,1981,4,30,South Korea,,Gwangju,,,,,,,Sung-ho,Kim,,,,186,73,R,R,2005,2005,Konkuk University,,,,,42340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,광주상고
40541,10541,,,1985,8,18,South Korea,,Gongju,,,,,,,Noh-min,Park,,,,182,71,R,R,2004,2016,Daejeon University,,,,,50541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,대전,공주고
31059,1059,,,1958,2,26,South Korea,,,,,,,,,Yong-nam,Kim,,,,,,R,R,1982,1989,Hanyang University,,,,,41059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,한양,
32273,2273,,,1965,11,20,Japan,,,,,,,,,Young-hwa,Kim,,,,185,72,R,R,2003,2003,,,,,,42273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,일본 상관고
32078,2078,,,1975,9,23,South Korea,,Bucheon,,,,,,,Byung-soo,Lee,,,,176,69,L,L,1999,1999,Hongik University,,,,,42078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,홍익,부천고
32348,2348,,,1981,12,17,South Korea,,Gwangju,,,,,,,Chang-hoon,Joo,,,,185,72,L,L,2005,2006,Wonkwang University,,,,,42348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,원광,광주상고
40299,10299,,,1985,7,31,South Korea,,Busan,,,,,,,Won-jun,Jang,,,,184,72,L,L,2004,2023,Yeungnam Cyber University,,,,,50299,,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,영남사이버,부산고
31920,1920,,,1970,10,26,South Korea,,Seoul,,,,,,,O-sung,Kwon,,,,180,70,R,R,1996,1999,Korea University,,,,,41920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,고려,신일고
32163,2163,,,1977,3,11,South Korea,,Changwon,,,,,,,Min-ho,Ku,,,,183,72,R,R,2001,2001,Konkuk University,,,,,42163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,경남상고
32023,2023,,,1974,7,6,South Korea,,,,,,,,,Jae-sung,Moon,,,,,,R,R,1997,1998,Kyungsung University,,,,,42023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경성,
31375,1375,,,1965,5,9,South Korea,,,,,,,,,Byung-sun,Kang,,,,,,R,R,1988,1988,Kyung Hee University,,,,,41375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경희,
31999,1999,,,1971,7,10,South Korea,,,,,,,,,In-seon,Choi,,,,,,R,R,1997,1997,Sungkyunkwan University,,,,,41999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,성균관,
31465,1465,,,1965,9,3,South Korea,,Pohang,,,,,,,Myung-sun,Yoo,,,,,,R,R,1989,1996,Keimyung University,,,,,41465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,계명,포철공고
40689,10689,,,1986,12,24,South Korea,,Seoul,,,,,,,Dong-hyeon,Ahn,,,,182,71,R,R,2009,2011,Korea University,,,,,50689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,고려,휘문고
31254,1254,,,1961,8,24,South Korea,,Seoul,,,,,,,Jae-eun,Choi,,,,,,R,R,1985,1986,,,,,,41254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,동대문상고
32180,2180,,,1979,9,9,South Korea,,Seoul,,,,,,,Se-hak,Oh,,,,183,72,R,R,1998,2006,,,,,,42180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경동고
31400,1400,,,1964,10,6,South Korea,,,,,,,,,Young-seok,Cha,,,,,,R,R,1988,1989,Hanyang University,,,,,41400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,한양,
41138,11138,,,1989,6,22,South Korea,,Seoul,,,,,,,Nak-gil,Ma,,,,178,70,R,R,2013,2015,Kyung Hee University,,,,,51138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경희,충암고
32341,2341,,,1985,1,5,South Korea,,Guri,,,,,,,Hye-kyeom,Kim,,,,185,72,R,R,2005,2007,,,,,,42341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,구리인창고
32131,2131,,,1976,8,24,South Korea,,Incheon,,,,,,,Sang-soo,Cho,,,,176,69,R,R,2000,2001,Konkuk University,,,,,42131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,인천고
32032,2032,,,1975,3,21,South Korea,,,,,,,,,Seok-kwon,Yoon,,,,,,R,R,1998,1998,Sungkyunkwan University,,,,,42032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,성균관,
40202,10202,,,1981,2,11,South Korea,,Seoul,,,,,,,Seung-hoi,Kim,,,,177,69,R,R,2003,2020,Tamna University,,,,,50202,,1,,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,,Asian,4,탐라,배명고
31172,1172,,,1960,3,22,South Korea,,Pohang,,,,,,,Byeong-il,Hwang,,,,180,70,R,R,1983,1990,Konkuk University,,,,,41172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,경북고
42562,12562,,,1993,8,3,South Korea,,Gwangju,,,,,,,Sung-gyu,Lee,,,,178,70,R,R,2016,2024,Inha University,,,,,52562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,인하,광주동성고
32233,2233,,,1978,5,15,South Korea,,Gongju,,,,,,,Woo-ho,Park,,,,180,70,R,R,2002,2005,Hanyang University,,,,,42233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,한양,공주고
32283,2283,,,1980,2,23,South Korea,,Seoul,,,,,,,Min-taek,Lee,,,,179,70,R,R,2002,2003,Tamna University,,,,,42283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,탐라,배명고
31234,1234,,,1961,8,24,South Korea,,Incheon,,,,,,,Myung-sung,Kim,,,,,,L,L,1985,1986,Inha University,,,,,41234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,인하,인천고
42962,12962,,,1960,8,5,South Korea,,Cheonan,,,,,,,Jin-wook,Kim,,,,182,71,R,R,1984,1993,Dong-A University,,,,,52962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,북일고
40090,10090,,,1983,1,18,South Korea,,Seoul,,,,,,,Yong-seob,Kim,,,,183,72,R,R,2002,2012,Kyung Hee University,,,,,50090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경희,한서고
31277,1277,,,1963,7,19,Japan,,,,,,,,,Gwang-su,Ko,,,,,,R,R,1986,1987,,,,,,41277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
31321,1321,,,1963,7,6,Japan,,,,,,,,,Shin-bu,Kim,,,,,,R,R,1986,1990,,,,,,41321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,일본 시천고
40154,10154,,,1978,11,10,South Korea,,Gunsan,,,,,,,Dae-hyun,Jung,,,,184,72,R,R,2001,2017,Kyung Hee University,,,,,50154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,1,경희,군산상고
45499,15499,,,2004,7,26,South Korea,,Suwon,,,,,,,Jae-sang,Kim,,,,179,70,L,R,2023,2024,,,,,,55499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경기상고
44890,14890,,,1972,7,5,South Korea,,Jeonju,,,,,,,Won-hyong,Kim,,,,177,69,R,R,1991,2010,,,,,,54890,,2,3,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,전주고
31894,1894,,,1972,10,13,South Korea,,Seoul,,,,,,,Pil-jung,Jin,,,,180,70,R,R,1995,2008,Chung-Ang University,,,,,41894,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,중앙,휘문고
31892,1892,,,1972,6,7,South Korea,,,,,,,,,Sang-do,Ha,,,,,,R,R,1995,1995,Dong-A University,,,,,41892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,
40006,10006,,,1982,3,14,South Korea,,Gwangju,,,,,,,Min-cheol,Kim,,,,178,70,L,R,2000,2011,,,,,,50006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,광주제일고
31392,1392,,,1966,11,20,South Korea,,Gwangju,,,,,,,Hyun-gi,Yang,,,,,,R,R,1988,1988,Dankook University,,,,,41392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,단국,광주상고
46026,16026,,,2001,6,14,South Korea,,Gwangju,,,,,,,Myeong-kyung,Choi,,,,177,69,L,R,2024,2024,Dong-A University,,,,,56026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,효천고
40756,10756,,,1988,3,23,South Korea,,Pohang,,,,,,,Byeong-gon,Jung,,,,173,68,R,R,2011,2019,Dankook University,,,,,50756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,단국,경북고
31827,1827,,,1972,1,22,South Korea,,,,,,,,,Byung-guk,Choi,,,,,,R,R,1994,1994,Dankook University,,,,,41827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,단국,
44661,14661,,,1997,7,16,South Korea,,Seoul,,,,,,,Young-bin,Park,,,,182,71,L,R,2020,2024,Kyung Hee University,,,,,54661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경희,충암고
31454,1454,,,1965,3,11,South Korea,,Gyeongju,,,,,,,Jong-ok,Lee,,,,,,R,R,1989,1992,Konkuk University,,,,,41454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,경주고
31791,1791,,,1968,10,14,South Korea,,Suwon,,,,,,,Lang-gyun,Gil,,,,,,R,R,1994,1994,,,,,,41791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경기고
32431,2431,,,1985,3,9,South Korea,,Gwangju,,,,,,,Sung-ho,Lee,,,,180,70,R,R,2010,2010,Korea University,,,,,42431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,고려,광주제일고
46156,16156,,,1997,10,10,South Korea,,,,,,,,,Ruben,Cardenas,,,,185,72,R,R,2024,2024,,,,,,56156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
45452,15452,,,2003,10,11,South Korea,,Changwon,,,,,,,Young-seok,Shin,,,,181,71,R,R,2023,2024,,,,,,55452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,마산고
41152,11152,,,1987,7,22,South Korea,,Guri,,,,,,,Jong-chan,Kim,,,,188,74,R,R,2013,2013,Yonsei University,,,,,51152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,연세,인창고
44141,14141,,,2000,3,17,South Korea,,Seongnam,,,,,,,Seong-jin,Kim,,,,183,72,R,R,2019,2024,,,,,,54141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,야탑고
31927,1927,,,1976,11,8,South Korea,,Seoul,,,,,,,Jung-han,Kim,,,,,,L,R,1996,1996,,,,,,41927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,신일고
40924,10924,,,1991,5,17,South Korea,,Busan,,,,,,,Chang-hyeok,Kim,,,,179,70,R,R,2000,2019,,,,,,50924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,부산고
41085,11085,,,1990,10,13,South Korea,,Daegu,,,,,,,Do-hyun,Ko,,,,182,71,R,R,2000,2015,Dong-eui University,,,,,51085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동의,대구고
31985,1985,,,1974,2,20,South Korea,,,,,,,,,Kyung-tae,Lee,,,,,,R,R,1997,1997,Sungkyunkwan University,,,,,41985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,성균관,
43240,13240,,,1995,5,31,South Korea,,Seoul,,,,,,,Ho-jae,Kim,,,,178,70,R,R,2018,2023,,,,,,53240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,장충고
31090,1090,,,1948,3,1,South Korea,,Incheon,,,,,,,Chun-geun,Lee,,,,,,R,R,1982,1982,,,,,,41090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,동산고
45465,15465,,,2000,5,8,South Korea,,Hwasun,,,,,,,Geon-woong,Kim,,,,186,73,R,R,2023,2023,Yonsei University,,,,,55465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,연세,화순고
45092,15092,,,2003,8,22,South Korea,,Changwon,,,,,,,Hyeon-min,Ahn,,,,183,72,R,R,2022,2024,,,,,,55092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,마산고
45501,15501,,,2000,10,13,South Korea,,Busan,,,,,,,Jun-seo,Kang,,,,183,72,R,R,2023,2023,Dong-eui University,,,,,55501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동의,부산공고
44692,14692,,,1997,6,15,South Korea,,Seoul,,,,,,,Geo-yeon,Lee,,,,186,73,R,R,2020,2023,Hongik University,,,,,54692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,홍익,휘문고
43281,13281,,,1994,4,1,South Korea,,Busan,,,,,,,Joon-hyuk,Jung,,,,181,71,L,L,2013,2019,,,,,,53281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,부산고
40548,10548,,,1985,9,8,South Korea,,Incheon,,,,,,,Kang-suk,Kim,,,,177,69,L,R,2009,2015,Kyungsung University,,,,,50548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경성,제물포고
42595,12595,,,1996,5,14,South Korea,,Daegu,,,,,,,Chan-keon,Lee,,,,177,69,L,R,2016,2019,,,,,,52595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,대구상원고
40473,10473,,,1988,5,9,South Korea,,Suwon,,,,,,,Jin-woo,Baek,,,,179,70,R,R,2008,2020,Yeungnam Cyber University,,,,,50473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,영남사이버,경기고
31941,1941,,,1977,12,1,South Korea,,Cheonan,,,,,,,Hak-soo,Jung,,,,,,R,R,1996,1996,,,,,,41941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,북일고
31452,1452,,,1967,7,27,South Korea,,Seoul,,,,,,,Seung-beom,Lee,,,,,,R,R,1989,1989,,,,,,41452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,동대문상고
31664,1664,,,1969,9,16,South Korea,,,,,,,,,Hong-jib,Kim,,,,,,R,R,1992,1994,Dong-A University,,,,,41664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,
32402,2402,,,1984,12,15,South Korea,,Gwangju,,,,,,,Chang-seok,Lee,,,,183,72,R,R,2007,2007,Dong-A University,,,,,42402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,광주제일고
