YEAR,AB,Hits,Doubles,Triples,Homeruns,BB,HBP,K,SB,CS,SAC,OBP,SLG,OPS,SBAperRFB,SB%,Runs Per Game,FLD%,DP,GIDP,GIDP/DP(league),DPperRFB,OF PutOuts/(IPouts-K),OF Assists/(IPouts-K),ERA,IPouts,WHIP,K:BB ratio,IPouts/GS,IPouts/RA,GB:FB,GB%,CG%,SHO per Win,SV per Win,Wild Pitches,Wild Pitches per IPout,Balks/IPouts,Passed Balls/IPouts,SF/(IPouts-K),Runs per 27 IPouts,BFP,BFP per 27 outs,Relief Appearances,Pickoffs per RFB,ERC,XBT,LF Assists per Ipout-K,CF Assists per Ipout-K,RF Assists per Ipout-K,C FLD,1B FLD,2B FLD,3B FLD,SS FLD,OF FLD,P FLD,LF FLD,CF FLD,RF FLD,DefEff Spread (Max - Min),BABIP Against Spread,PH AB per AB,Sac Bunt Success Rate,Position Player SAC Bunts,Estimated  OF AO percentage,Estimated IF AO percentage,Pitcher AB,P AB/Total AB,Position Player SAC/AB,Pitcher SAC/AB,SP ERA,RP ERA,Relief Appearances per 27 IPouts,Singles,Infield Swinging Singles NonBunt (estiamted 1871-1987),Bunt Singles (estimated 1871-1987),Infield Swinging Singles/Total Singles,Bunt Singles/Total Singles,MLB pBABIP,IBB
1929,85210,24642,4482,1166,1349,7992,407,7038,1334,1000,1347,0.353,0.417,0.77,0.08961757,0.571550985,5.18633035,0.97,2374,1800.975,0.758624684,0.091153433,0.295683675,0.012422679,4.48,65560,1.494,0.880630631,20.9369406,6.705152672,1.022564423,0.505578172,0.475183076,0.1,0.171171171,355,0.005414887,0.000671141,0.002410006,0.011827347,5.250091519,96383,39.694036,2094,0.004607587,4.36,0.5,0.003520044,0.004630737,0.004271898,0.97504613,0.991036284,0.968220908,0.95280083,0.943888771,0.969617122,0.960958445,0.96784903,0.972687107,0.967246484,0.041,0.039,0.024341295,0.876106091,990,0.608435986,0.391564014,7429,0.087184603,0.012728044,0.04805492,4.37,4.92,0.862385601,17645,2150,449,0.121847549,0.025446302,0.298,333
1930,86571,25597,4756,1282,1565,7654,408,7931,1080,803,1207,0.356,0.434,0.79,0.072267424,0.573552841,5.549027553,0.969,2482,1915.65,0.771817083,0.095256371,0.291544532,0.01116989,4.81,65586,1.521,1.036190227,20.51134522,6.68786386,1.04,0.509803922,0.443679092,0.075,0.18262987,368,0.005610954,0.000548898,0.002653005,0.011661781,5.637864788,97219,40.02245906,2233,0.004221676,4.61,0.51,0.003069985,0.003486254,0.00461365,0.980402052,0.989572595,0.965701119,0.947217516,0.946390882,0.966764527,0.95525049,0.968253968,0.967857636,0.963846577,0.071,0.065,0.024498989,0.862581003,865,0.603151341,0.396848659,7514,0.086795809,0.010941473,0.045515039,4.7,5.28,0.919266307,17994,2199,402,0.122207402,0.02234078,0.306,275
1931,86614,24046,4508,1070,1069,7679,381,7908,1088,846,1437,0.339,0.391,0.731,0.075965278,0.562564633,4.810275081,0.97,2371,1827.375,0.770719106,0.093130131,0.299290438,0.010987875,4.12,65972,1.442,1.029821591,21.24271845,6.542397661,0.99,0.497487437,0.480582524,0.109,0.163814181,347,0.005259807,0.000636634,0.001955375,0.011971618,4.866564603,96257,39.39457649,2052,0.003024471,3.98,0.49,0.002686691,0.003754478,0.004546707,0.980911279,0.990135243,0.964707489,0.943972179,0.945281806,0.971055894,0.956598447,0.972341954,0.97425876,0.965498652,0.042,0.037,0.023078877,0.863047544,1089,0.604394072,0.395605928,7408,0.085528898,0.013748958,0.046976242,4.02,4.51,0.839810829,17399,2115,479,0.12155871,0.027530318,0.296,377
1932,87182,24106,4579,1072,1358,7549,367,7858,990,771,1479,0.337,0.4,0.737,0.07040339,0.562180579,4.912814274,0.97,2341,1808.4,0.772490389,0.093591333,0.301686574,0.010560312,4.18,66379,1.43,1.040932574,21.26439578,6.506535948,0.98,0.494949495,0.456609895,0.099,0.157166124,368,0.005543922,0.000617665,0.002169361,0.012067463,4.927838624,96601,39.2929541,2142,0.004157838,4.02,0.5,0.002922028,0.003947301,0.003690983,0.980769231,0.989644269,0.968573731,0.9473199,0.943821839,0.971348076,0.957373668,0.971064416,0.976353621,0.964946971,0.03,0.033,0.022283899,0.864800073,1127,0.605314286,0.394685714,7378,0.084627561,0.014122099,0.047709406,4.16,4.3,0.871269528,17097,2076,493,0.121424811,0.028835468,0.292,355
1933,85222,22969,3945,967,1067,7344,351,7443,860,724,1698,0.33,0.376,0.706,0.064168523,0.542929293,4.481647635,0.972,2258,1743.225,0.772021701,0.091472554,0.292286038,0.010934121,3.81,65701,1.384,1.013480392,21.1317292,6.477347034,1.01,0.502487562,0.453507341,0.139,0.182565789,392,0.005966424,0.000532716,0.001917779,0.011691442,4.515958661,94690,38.91310635,2141,0.003240835,3.69,0.5,0.003776305,0.003295685,0.003862131,0.985012199,0.989621942,0.96934943,0.951532617,0.945637343,0.973546432,0.961839864,0.972322503,0.977707464,0.969488372,0.037,0.041,0.022843533,0.868995095,1335,0.594887892,0.405112108,7232,0.084860717,0.017117579,0.050193584,3.7,4.18,0.879849622,16990,2053,565,0.120835786,0.033254856,0.285,358
1934,85911,23962,4314,882,1344,7855,342,8429,909,601,1455,0.342,0.397,0.738,0.05894063,0.601986755,4.90637776,0.971,2297,1802,0.784501524,0.089660018,0.291090576,0.010387274,4.28,65133,1.466,1.073074475,20.43581357,6.463904314,1.04,0.509803922,0.433360589,0.117,0.195884774,427,0.006555817,0.000629481,0.002487218,0.012422404,4.974851458,95515,39.59444521,2341,0.002302978,4.18,0.5,0.003333098,0.003544723,0.003509453,0.983005147,0.990735871,0.966998922,0.943940748,0.951029412,0.970755253,0.958070902,0.969294308,0.973607466,0.968551032,0.038,0.041,0.023059284,0.852830255,1095,0.600186087,0.399813913,7306,0.085041496,0.013930412,0.049274569,4.24,4.41,0.970429736,17422,2117,485,0.12151303,0.027838365,0.297,479
1935,86437,24074,4265,987,1325,7834,382,8016,883,647,1549,0.341,0.397,0.738,0.059502975,0.577124183,4.896172638,0.97,2208,1706.1,0.772690217,0.08587096,0.296369568,0.01100236,4.24,65640,1.457,1.023232065,20.66775244,6.593085106,0.99,0.497487437,0.444625407,0.124,0.169811321,419,0.006383303,0.000563681,0.002483242,0.011854783,4.946297989,96186,39.56462523,2256,0.002527904,4.14,0.5,0.003349299,0.003696377,0.003956685,0.979822505,0.990363381,0.965888325,0.944032279,0.952026287,0.970414201,0.95423341,0.967068966,0.974060203,0.969101659,0.046,0.048,0.021137271,0.860892905,1184,0.596472612,0.403527388,7305,0.084512419,0.014962341,0.049965777,4.15,4.57,0.92797075,17497,2123,516,0.121335086,0.02949077,0.295,498
1936,87638,24863,4471,979,1364,8418,413,8233,963,673,1415,0.349,0.404,0.753,0.060863095,0.588630807,5.188206785,0.97,2375,1833.975,0.7722,0.088355655,0.293550727,0.011364814,4.52,66131,1.509,0.978023283,20.37681745,6.790112749,1,0.5,0.434168013,0.099,0.190553746,557,0.008422676,0.000619982,0.00241944,0.011742029,5.244771741,97857,39.95310822,2307,0.002901786,4.4,0.5,0.003471623,0.003678884,0.004214308,0.978742394,0.990675062,0.967651571,0.946659625,0.947701272,0.970585001,0.952758745,0.969609262,0.974972797,0.965523738,0.041,0.036,0.021874572,0.8590851,1052,0.593971166,0.406028834,7559,0.086252539,0.013137027,0.048022225,4.49,4.67,0.941903192,18049,2197,471,0.121724195,0.026095629,0.301,562
1937,85963,23769,4216,997,1430,8443,322,9006,1021,736,1420,0.343,0.399,0.742,0.067861419,0.581104155,4.8708636,0.971,2342,1822,0.777967549,0.090456143,0.289071867,0.011548769,4.27,65722,1.47,1.066682459,20.69547658,6.459991059,1.05,0.512195122,0.450323102,0.114,0.174693878,397,0.006040595,0.00062384,0.002647515,0.01237746,4.958613554,96117,39.48691458,2236,0.003669229,4.2,0.48,0.003156076,0.004090556,0.004302137,0.980161476,0.990163024,0.965633377,0.949828091,0.953105567,0.971509972,0.956129489,0.969372694,0.974960876,0.969025681,0.056,0.055,0.021962938,0.842850994,1051,0.600388532,0.399611468,7350,0.085501902,0.01336929,0.050204082,4.2,4.49,0.918596513,17126,2082,473,0.121569543,0.027618825,0.296,594
1938,85013,23293,4046,935,1475,8632,348,8342,896,614,1354,0.343,0.396,0.739,0.058488593,0.593377483,4.893295176,0.971,2445,1895.85,0.775398773,0.094705039,0.292938746,0.011230201,4.28,64975,1.474,0.966404078,20.54742437,6.727189363,1.01,0.502487562,0.445625511,0.108,0.172328086,410,0.006310119,0.000692574,0.002785687,0.01171755,4.973651404,95337,39.61676029,2181,0.002633923,4.21,0.48,0.003213674,0.004255469,0.003761058,0.981360825,0.991392081,0.967943761,0.942832124,0.947574104,0.973990727,0.958310275,0.971449093,0.975278651,0.974995116,0.04,0.045,0.022384285,0.852810747,966,0.595260536,0.404739464,7313,0.086022138,0.012432432,0.053056201,4.31,4.22,0.906302424,16837,2048,451,0.121636871,0.026786245,0.29,574
1939,84879,23371,4139,916,1445,8478,353,8518,957,654,1407,0.344,0.397,0.74,0.062679947,0.594040968,4.823720552,0.971,2394,1946,0.812865497,0.093144502,0.29866573,0.010305478,4.27,65478,1.459,1.004718094,20.26645004,6.543277311,0.97,0.492385787,0.417140536,0.109,0.207207207,444,0.006780904,0.000748343,0.003008644,0.011946629,4.897095208,95917,39.55158985,2379,0.002645709,4.12,0.47,0.002861657,0.00395014,0.00349368,0.9817288,0.989686552,0.966424682,0.942231076,0.951155881,0.971890877,0.955398162,0.969998256,0.976436141,0.967710936,0.07,0.065,0.024601174,0.849468066,954,0.595205485,0.404794515,7218,0.085038702,0.012284158,0.062759767,4.24,4.31,0.98098598,16871,2050,469,0.121510284,0.027799182,0.29,603
1940,86003,23002,4101,929,1571,8273,358,9056,953,719,1266,0.334,0.392,0.726,0.066794503,0.569976077,4.67961165,0.971,2338,1827,0.781437126,0.093400447,0.296239864,0.010262877,4.11,66155,1.418,1.094645231,20.59263754,6.374738603,0.95,0.487179487,0.442556634,0.116,0.188925081,457,0.006908019,0.000770917,0.002615071,0.011849595,4.721275792,95915,39.14602071,2391,0.002197188,3.97,0.46,0.003169933,0.00376539,0.003327554,0.980458794,0.989805998,0.966785206,0.942300625,0.949243099,0.973413427,0.959029947,0.970042553,0.977246709,0.972048475,0.054,0.047,0.023336667,0.842052021,877,0.585034587,0.414965413,7278,0.084624955,0.011140044,0.05344875,4.05,4.34,0.975844607,16401,1997,422,0.121760868,0.025730138,0.284,656
1941,85854,22531,3958,867,1331,8886,312,8836,882,678,1432,0.334,0.375,0.709,0.061001838,0.565384615,4.488745981,0.97,2394,1866,0.779448622,0.093614359,0.293774454,0.010906825,3.89,66598,1.416,0.994373171,20.65876206,6.553686934,0.96,0.489795918,0.436093248,0.133,0.180487805,481,0.007222439,0.00049551,0.002687768,0.011750978,4.527703535,96474,39.11225562,2319,0.002150706,3.81,0.46,0.003427859,0.003687545,0.00379142,0.98284005,0.989698891,0.964695993,0.947999539,0.949457668,0.97431213,0.962466488,0.974461693,0.97786138,0.969385778,0.052,0.051,0.025241113,0.845621637,992,0.582636816,0.417363184,7214,0.08402637,0.012614446,0.060992515,3.93,3.73,0.940163368,16375,1987,477,0.121343511,0.029129771,0.28,706
1942,83731,21176,3477,723,1071,8393,339,8325,961,719,1473,0.334,0.382,0.716,0.058601355,0.57076412,4.08,0.973,2451,1928,0.786617707,0.095436492,0.301243489,0.01061087,4.01,65958,1.433,0.994328292,21.04330065,6.597330879,0.96,0.489795918,0.413500404,0.15,0.161449753,427,0.006473817,0.000697414,0.002744171,0.012049038,4.610934231,95612,39.13890658,2173,0.003037147,3.97,0.46,0.003123211,0.003799906,0.003504936,0.978869819,0.989465704,0.968441815,0.939328015,0.952160024,0.978161503,0.962762356,0.978453519,0.980701754,0.974444011,0.058,0.05,0.023754643,0.850861688,1055,0.57624978,0.42375022,7141,0.08528502,0.013774644,0.058535219,3.53,3.32,0.889520604,15905,1927,491,0.121156869,0.030870795,0.27,643
1943,84701,21467,3467,757,905,8361,327,8544,1010,775,1683,0.334,0.382,0.716,0.058601355,0.57076412,3.91,0.973,2451,1928,0.786617707,0.095436492,0.301243489,0.01061087,4.01,65958,1.433,0.994328292,21.36752827,6.564597701,0.96,0.489795918,0.413500404,0.169,0.205378973,427,0.006473817,0.000697414,0.002744171,0.012049038,4.610934231,95612,39.13890658,2174,0.003037147,3.88,0.46,0.00388407,0.003971157,0.003779566,0.980772299,0.991187366,0.96871763,0.949080793,0.953646295,0.9770803,0.961774744,0.97752809,0.9775659,0.975954479,0.034,0.037,0.022006045,0.848691279,1229,0.603859531,0.396140469,7118,0.084036788,0.015841099,0.063781961,3.27,3.58,0.889929955,16338,1972,560,0.120700208,0.034275921,0.273,601
1944,85665,22307,3653,808,1034,7930,349,8186,920,647,1693,0.334,0.382,0.716,0.058601355,0.57076412,4.17,0.973,2451,1928,0.786617707,0.095436492,0.301243489,0.01061087,4.01,65958,1.433,0.994328292,21.23510467,6.418510158,0.96,0.489795918,0.413500404,0.149,0.177904143,427,0.006473817,0.000697414,0.002744171,0.012049038,4.610934231,95612,39.13890658,2215,0.003037147,3.9,0.46,0.00360036,0.004310046,0.003669598,0.977461743,0.990125317,0.964554688,0.95076852,0.950664951,0.977455973,0.960153537,0.977057357,0.981674692,0.972020145,0.044,0.037,0.024501278,0.856662581,1301,0.609289803,0.390710197,7201,0.084060001,0.016580852,0.054436884,3.52,3.57,0.906713363,16812,2031,564,0.120806567,0.033547466,0.278,728
1945,84447,21977,3497,728,1007,8299,361,8045,980,691,1681,0.334,0.382,0.716,0.058601355,0.57076412,4.18,0.973,2451,1928,0.786617707,0.095436492,0.301243489,0.01061087,4.01,65958,1.433,0.994328292,21.06747967,6.43143508,0.96,0.489795918,0.413500404,0.158,0.179802956,427,0.006473817,0.000697414,0.002744171,0.012049038,4.610934231,95612,39.13890658,2195,0.003037147,3.97,0.46,0.003539792,0.003712465,0.004057811,0.982407407,0.989951545,0.968706048,0.944088878,0.948924338,0.977677109,0.959154679,0.973495212,0.981853988,0.976700839,0.044,0.039,0.025222921,0.857099719,1253,0.591130684,0.408869316,7165,0.084846116,0.016213349,0.059734822,3.53,3.81,0.898526335,16745,2023,560,0.120812183,0.033442819,0.278,785
1946,84333,21555,3579,783,1215,8800,316,9698,884,706,1622,0.328,0.36,0.688,0.06348131,0.554927809,4.0068438,0.974,2405,1861,0.773804574,0.095839643,0.300554724,0.011270582,3.46,66442,1.369,1.097386364,20.38244767,5.873145401,0.98,0.494949495,0.423913043,0.17,0.184103812,347,0.0052226,0.000541826,0.003160651,0.012022189,4.044595286,94990,38.60103549,2696,0.003267713,3.56,0.45,0.003330749,0.003824193,0.004106161,0.981020255,0.990096992,0.969993661,0.94986315,0.955876759,0.97721743,0.95543379,0.974117244,0.981297818,0.975154083,0.026,0.031,0.029905611,0.827505247,1170,0.60182983,0.39817017,6828,0.080964747,0.0150958,0.066198008,3.41,3.68,1.095572078,15978,1930,540,0.120791088,0.03379647,0.277,763
1947,84436,22003,3568,804,1565,9217,317,9157,760,632,1406,0.336,0.377,0.713,0.053984375,0.549927641,4.355189059,0.977,2466,1938,0.785888078,0.096328125,0.309823324,0.009912802,3.88,66130,1.415,0.990886406,20.05631537,5.803781663,0.95,0.487179487,0.386564763,0.149,0.236201299,395,0.005973083,0.000771208,0.002585816,0.012392933,4.420520188,94932,38.75947376,2803,0.00359375,3.91,0.46,0.0032296,0.003212048,0.00347533,0.983048162,0.990648405,0.976432894,0.952927814,0.963461684,0.978207193,0.961013645,0.975429975,0.980636238,0.97809254,0.041,0.036,0.028069926,0.837326496,997,0.611189897,0.388810103,6965,0.082488512,0.012869332,0.058722182,3.87,4.05,1.144427643,16066,1950,468,0.121374331,0.029129839,0.277,913
1948,84411,22234,3686,834,1555,9623,342,9016,812,609,1416,0.341,0.382,0.723,0.053667126,0.579172611,4.578415521,0.975,2469,1931,0.782098015,0.094510795,0.31001321,0.010180537,4.12,65796,1.452,0.937441546,19.4894907,5.758937357,0.95,0.487179487,0.362570736,0.12,0.25203252,433,0.006580947,0.000714329,0.002690133,0.012400528,4.648139705,95490,39.18520883,3049,0.003789619,4.06,0.44,0.003469532,0.003610426,0.003099683,0.982809864,0.990621628,0.973575204,0.949224612,0.961709297,0.976208378,0.962679426,0.972896102,0.978599485,0.97661597,0.046,0.039,0.029983533,0.839783914,1008,0.610956721,0.389043279,6875,0.081446731,0.013000413,0.059345455,4.09,4.25,1.251185482,16159,1961,472,0.12135652,0.029209728,0.28,681
1949,84380,22168,3602,761,1704,10027,375,8951,730,612,1408,0.344,0.384,0.728,0.04950383,0.556402439,4.606854839,0.976,2700,2132,0.78962963,0.101875259,0.307888753,0.010844849,4.12,66116,1.459,0.892191084,19.97903226,5.873803616,0.94,0.484536082,0.394758065,0.144,0.197400487,449,0.006791094,0.000846996,0.002435114,0.01231555,4.66566338,95844,39.14011737,2822,0.004112742,4.14,0.44,0.003481151,0.003376192,0.003988454,0.983230218,0.989751821,0.974715909,0.956029233,0.962205323,0.978522199,0.957855127,0.979262673,0.978474114,0.977740049,0.044,0.048,0.029093883,0.84088054,968,0.607011122,0.392988878,6887,0.081618867,0.012491451,0.063888486,4.06,4.31,1.152429064,16101,1954,469,0.121358922,0.029128626,0.277,510
1950,84823,22559,3714,793,2073,9955,436,9554,650,524,1249,0.346,0.402,0.748,0.0431551,0.571177504,4.85177706,0.976,2751,2226,0.809160305,0.104323094,0.304402605,0.010842369,4.36,65918,1.48,0.960823707,20.13085622,5.801733478,0.95,0.487179487,0.40266559,0.116,0.233333333,433,0.006568767,0.001865955,0.002366577,0.012176104,4.920522467,96363,39.47026609,2770,0.003337126,4.37,0.46,0.003370946,0.00399191,0.003477397,0.983601437,0.989471024,0.974897719,0.953782013,0.961045932,0.978573396,0.955702168,0.976716316,0.981435644,0.976596589,0.053,0.048,0.027280658,0.831048183,870,0.599073245,0.400926755,7015,0.082701626,0.01118137,0.054027085,4.3,4.55,1.134591462,15979,1945,416,0.12172226,0.02603417,0.28,551
1951,85065,22191,3582,716,1863,9244,449,9341,866,604,1240,0.336,0.386,0.722,0.0571473,0.589115646,4.547215496,0.975,2735,2146,0.78464351,0.106325079,0.303138747,0.011469171,4.04,66625,1.416,1.010493293,20.04116223,5.940784863,0.93,0.481865285,0.378531073,0.141,0.225910931,442,0.006634146,0.00097561,0.002551595,0.01212555,4.566393996,96005,38.90634146,2854,0.005209346,4.01,0.45,0.00352629,0.004451505,0.003491376,0.981302586,0.989489737,0.977113531,0.951302912,0.958256315,0.978924498,0.957482054,0.976744186,0.981446625,0.977743371,0.035,0.037,0.029612997,0.835284782,822,0.591292343,0.408707657,6860,0.080644213,0.010510837,0.060932945,4.07,4.02,1.156592871,16030,1952,413,0.121771678,0.025764192,0.275,528
1952,84195,21272,3388,677,1701,8777,482,10394,771,628,1354,0.327,0.37,0.696,0.056491016,0.551107934,4.176351897,0.976,2526,1966,0.778305622,0.101998789,0.298537991,0.011169607,3.7,66618,1.353,1.184231514,20.28531073,5.875988497,0.98,0.494949495,0.382566586,0.157,0.248578392,405,0.006079438,0.000600438,0.002521841,0.01194152,4.194406917,94809,38.42569576,2781,0.004360993,3.66,0.44,0.003076978,0.00417971,0.00391292,0.984423903,0.988950049,0.97622628,0.953410183,0.960755247,0.980627358,0.959542816,0.979139982,0.983532934,0.977953074,0.023,0.025,0.029490012,0.814822733,911,0.597782215,0.402217785,6798,0.080741137,0.011770482,0.065166225,3.72,3.63,1.127127803,15506,1882,451,0.121372372,0.029085515,0.271,705
1953,84997,22459,3593,745,2076,8682,487,10218,668,520,1245,0.336,0.397,0.733,0.047116681,0.562289562,4.607258065,0.976,2603,2029,0.779485209,0.103236297,0.30392999,0.011435628,4.14,66096,1.414,1.176917761,19.45201613,5.735946033,0.95,0.487179487,0.348387097,0.138,0.280716029,464,0.007020092,0.000756475,0.002889736,0.0121572,4.66748366,95421,38.97916667,3112,0.004124693,4.11,0.44,0.003579226,0.004259279,0.003597122,0.984221204,0.989685192,0.975803539,0.953784571,0.961842105,0.980200222,0.956148899,0.975903614,0.982832618,0.98097503,0.038,0.042,0.031212866,0.819675989,836,0.598301058,0.401698942,6780,0.079767521,0.010688214,0.060324484,4.1,4.27,1.27124183,16045,1954,415,0.121782487,0.025864755,0.28,581
1954,83936,21908,3455,789,1937,9032,441,10215,695,527,1332,0.333,0.39,0.723,0.048492063,0.568739771,4.376313662,0.976,2562,1959,0.764637002,0.101666667,0.301237425,0.010486958,3.9,66380,1.398,1.130978742,19.6670712,5.699069618,0.94,0.484536082,0.339805825,0.143,0.290008123,402,0.006056041,0.000677915,0.002214522,0.014154723,4.403871648,95541,38.8612082,3117,0.004007937,3.94,0.45,0.003044601,0.00364996,0.003845811,0.986059341,0.99065537,0.975691169,0.955688063,0.959557127,0.977156934,0.959265634,0.973982301,0.982967342,0.972586646,0.048,0.046,0.032215021,0.8,887,0.589694249,0.410305751,6575,0.078333492,0.011465726,0.067680608,3.84,4.06,1.267836698,15727,1910,444,0.121447193,0.028231703,0.275,759
1955,83590,21610,3251,700,2224,9044,506,10825,694,536,1187,0.332,0.394,0.726,0.049229538,0.564227642,4.484602917,0.977,2517,1940,0.77075884,0.100740444,0.301894653,0.010614404,4,66033,1.393,1.196926139,19.00729335,5.502013809,0.94,0.484536082,0.303079417,0.145,0.297319253,477,0.007223661,0.000545182,0.003180228,0.012643095,4.525555404,95024,38.85402753,3476,0.004402642,4.01,0.44,0.003369077,0.002988697,0.004166063,0.987423644,0.990901123,0.974869572,0.950506048,0.961611374,0.979793955,0.952988973,0.976494169,0.983412664,0.978438228,0.045,0.046,0.034429544,0.812457221,792,0.591921708,0.408078292,6522,0.078023687,0.010276639,0.060564244,4.02,3.96,1.421289355,15435,1880,395,0.121801101,0.025591189,0.272,722
1956,83856,21653,3339,725,2294,8997,481,11507,719,495,1253,0.331,0.397,0.729,0.049004965,0.592257002,4.45157385,0.976,2516,1984,0.788553259,0.101562185,0.299828398,0.010296104,3.96,66285,1.387,1.278981883,19.25060533,5.380828265,0.98,0.494949495,0.305891848,0.111,0.29788961,492,0.007422494,0.000648714,0.002640115,0.011756545,4.493279022,95233,38.79144603,3454,0.004682517,4.01,0.46,0.00308518,0.00324948,0.003760634,0.986172907,0.98953055,0.976378534,0.952333787,0.960637375,0.977541031,0.958521722,0.974524715,0.983021583,0.973229874,0.047,0.042,0.035371424,0.800638978,852,0.601482824,0.398517176,6445,0.076857947,0.011006188,0.062218774,4.01,3.85,1.406924644,15295,1860,417,0.121608369,0.027263812,0.274,783
1957,84906,21865,3396,672,2202,8167,511,11964,767,558,1115,0.324,0.391,0.715,0.054587402,0.578867925,4.306072874,0.978,2512,1972,0.785031847,0.103489474,0.296809457,0.009569812,3.83,67033,1.344,1.464919799,19.25789474,5.49364945,1,0.5,0.287449393,0.124,0.317886179,480,0.007160652,0.000686229,0.003237212,0.012475258,4.284039205,95395,38.42383602,3543,0.004119804,3.82,0.46,0.002687537,0.003032559,0.00357733,0.989217787,0.990753354,0.978319783,0.951566952,0.960920437,0.979704582,0.962339897,0.979182582,0.984099699,0.974091183,0.033,0.038,0.035663809,0.735488127,748,0.601635299,0.398364701,6542,0.077049914,0.009545199,0.056099052,3.84,3.8,1.427073233,15595,1903,371,0.12202629,0.023789676,0.275,740
1958,83827,21621,3392,655,2240,8127,499,12228,741,516,1046,0.325,0.394,0.719,0.052462437,0.589498807,4.282591093,0.978,2600,2062,0.793076923,0.10851419,0.298566421,0.010422655,3.86,66149,1.349,1.504614249,19.10242915,5.336146273,1,0.5,0.300809717,0.118,0.333062551,526,0.007951745,0.001058217,0.003492116,0.011943399,4.31761629,94149,38.4287442,3555,0.004257095,3.86,0.46,0.003041487,0.003022941,0.004246954,0.988960257,0.990415875,0.976738934,0.951487471,0.963894967,0.980859259,0.959032774,0.977002534,0.985412325,0.978710704,0.033,0.035,0.038257363,0.726388889,666,0.601579541,0.398420459,6362,0.075894402,0.008597431,0.059729645,3.9,3.75,1.451042344,15334,1873,348,0.122146863,0.022694665,0.277,679
1959,84294,21636,3478,591,2250,8184,496,12606,853,506,1127,0.324,0.392,0.716,0.056632079,0.627667403,4.383279483,0.977,2360,1837,0.778389831,0.098345627,0.294962287,0.009498091,3.9,66301,1.349,1.540322581,19.36147011,5.323861989,1.04,0.509803922,0.299676898,0.139,0.313614263,557,0.00840108,0.000904964,0.003393614,0.011472204,4.419707093,94722,38.57398833,3449,0.004417219,3.84,0.48,0.003259149,0.003035664,0.003072912,0.988586992,0.989006886,0.976188682,0.950721003,0.962550051,0.978361206,0.954606655,0.975552969,0.981323771,0.977253929,0.045,0.042,0.037036598,0.716465353,715,0.610702851,0.389297149,6447,0.076482312,0.009184683,0.063905693,3.9,3.91,1.404548951,15317,1868,375,0.121955997,0.024482601,0.277,707
1960,84014,21434,3442,658,2128,8384,488,12817,923,547,1193,0.324,0.388,0.712,0.061051582,0.627891156,4.313915858,0.977,2404,1914,0.796173045,0.09984218,0.295800569,0.010558995,3.82,66610,1.343,1.528745229,19.12742718,5.380567929,1.03,0.507389163,0.269012945,0.129,0.348214286,604,0.009067708,0.000825702,0.003272782,0.012864127,4.322594205,94776,38.41693439,3593,0.004402359,3.76,0.47,0.003327571,0.003085903,0.003755135,0.986264614,0.99035599,0.976379707,0.951887865,0.960056502,0.980357036,0.964444444,0.97919476,0.983907697,0.976865822,0.044,0.043,0.039552932,0.753632344,739,0.609460753,0.390539247,6263,0.074547099,0.009504701,0.072489222,3.88,3.65,1.456402943,15206,1851,397,0.121728265,0.026108115,0.277,729
1961,97032,25066,3975,754,2730,9897,573,14952,1046,599,1305,0.328,0.399,0.727,0.058588881,0.635866261,4.525174825,0.976,2855,2232,0.78178634,0.101684653,0.294635878,0.010568656,4.03,76360,1.374,1.510760837,19.15559441,5.228010661,1.04,0.509803922,0.26048951,0.122,0.351370344,780,0.010214772,0.000825039,0.004321634,0.012392522,4.57613934,109572,38.74337349,4127,0.005093137,3.99,0.47,0.003354612,0.002898645,0.003908286,0.987343178,0.989625423,0.976648174,0.949174773,0.957395051,0.976473684,0.956248995,0.970598592,0.981626947,0.975555173,0.048,0.045,0.035875133,0.788996372,796,0.605930222,0.394069778,7353,0.075779124,0.008876103,0.069223446,4.08,3.88,1.459258774,17607,2147,435,0.121940137,0.024706083,0.279,732
1962,110688,28521,4313,853,3001,10936,709,17567,1348,701,1361,0.326,0.393,0.719,0.064033251,0.657881894,4.460518199,0.977,3103,2487,0.801482436,0.09697178,0.287322889,0.00917233,3.96,87015,1.36,1.606346013,19.10610734,4.975193491,1.05,0.512195122,0.260333128,0.123,0.380716934,949,0.010906166,0.001057289,0.004309602,0.012181776,4.48712291,124551,38.64709533,5039,0.00446889,3.92,0.48,0.002894252,0.00254867,0.003542219,0.987798558,0.98977897,0.976729487,0.950508607,0.962332488,0.977614068,0.952944532,0.972055573,0.982242087,0.977131301,0.039,0.034,0.034863761,0.712565445,878,0.600400147,0.399599853,8310,0.075075889,0.008576061,0.058122744,4.03,3.78,1.563558007,20354,2488,453,0.122236415,0.022256068,0.28,818
