YEAR,AB,Hits,Doubles,Triples,Homeruns,BB,HBP,K,SB,CS,SAC,OBP,SLG,OPS,SBAperRFB,SB%,Runs Per Game,FLD%,DP,GIDP,GIDP/DP(league),DPperRFB,OF PutOuts/(IPouts-K),OF Assists/(IPouts-K),ERA,IPouts,WHIP,K:BB ratio,IPouts/GS,IPouts/RA,GB:FB,GB%,CG%,SHO per Win,SV per Win,Wild Pitches,Wild Pitches per IPout,Balks/IPouts,Passed Balls/IPouts,SF/(IPouts-K),Runs per 27 IPouts,BFP,BFP per 27 outs,Relief Appearances,Pickoffs per RFB,ERC,XBT,LF Assists per Ipout-K,CF Assists per Ipout-K,RF Assists per Ipout-K,C FLD,1B FLD,2B FLD,3B FLD,SS FLD,OF FLD,P FLD,LF FLD,CF FLD,RF FLD,DefEff Spread (Max - Min),BABIP Against Spread,PH AB per AB,Sac Bunt Success Rate,Position Player SAC Bunts,Estimated  OF AO percentage,Estimated IF AO percentage,Pitcher AB,P AB/Total AB,Position Player SAC/AB,Pitcher SAC/AB,SP ERA,RP ERA,Relief Appearances per 27 IPouts,Singles,Infield Swinging Singles NonBunt (estiamted 1871-1987),Bunt Singles (estimated 1871-1987),Infield Swinging Singles/Total Singles,Bunt Singles/Total Singles,MLB pBABIP,IBB
1997,155438,41471,8004,883,4640,15666,1449,29937,3308,1564,1577,0.337,0.419,0.756,0.108124903,0.678981938,4.766990291,0.981,4253,3440,0.808840818,0.094387359,0.318643697,0.009362866,4.38,121362,1.412,1.910953658,17.98411297,3.518848768,1.11,0.526066351,0.058693733,0.093,0.502647838,1482,0.012211401,0.001549085,0.002752097,0.015127153,4.806347951,175541,39.05346814,11325,0.008943829,4.32,0.42,0.003259502,0.002482909,0.003653268,0.990519214,0.992519288,0.980333159,0.949920761,0.973605507,0.981256747,0.953879156,0.979443115,0.985847843,0.977464499,0.046,0.046,0.030462307,0.726728111,1046,0.697913683,0.302086317,4682,0.030121335,0.006938364,0.113413071,4.45,4.24,2.519528353,27944,3954,504,0.14149728,0.018036072,0.301,1169
1998,167116,44489,8741,899,5064,16447,1587,31893,3284,1505,1705,0.335,0.42,0.755,0.100148477,0.68573815,4.789679276,0.981,4500,3704,0.823111111,0.094104854,0.31787097,0.009948075,4.42,130304,1.403,1.939137837,18.17413651,3.503176726,1.1,0.523809524,0.062088816,0.102,0.520576132,1603,0.012302001,0.001573244,0.002993001,0.014246375,4.827319192,188280,39.01307711,11962,0.006315481,4.3,0.42,0.003241508,0.003292315,0.003495544,0.990119241,0.992704545,0.98044898,0.953137826,0.969508211,0.982283943,0.959907986,0.979656512,0.986813187,0.979202773,0.04,0.04,0.029476531,0.721540415,1068,0.692692927,0.307307073,5470,0.032731755,0.00660703,0.116453382,4.55,4.17,2.478619229,29785,3537,555,0.118751049,0.01863354,0.3,1067
1999,167137,45327,8740,931,5528,17891,1579,31119,3421,1519,1604,0.345,0.434,0.778,0.09960079,0.692510121,5.084637562,0.981,4682,3841,0.820375908,0.094398968,0.323950667,0.009633051,4.7,129634,1.463,1.739366162,17.69357496,3.519645733,1.07,0.516908213,0.048805601,0.08,0.50144211,1632,0.01258929,0.001365383,0.002838761,0.014860681,5.142609192,189692,39.5088017,12420,0.008064841,4.66,0.43,0.003106126,0.003065523,0.003471553,0.990354342,0.992650314,0.980924461,0.951239669,0.968591244,0.982449321,0.951511628,0.980933266,0.984576427,0.981242224,0.063,0.063,0.029251452,0.714795009,966,0.694701875,0.305298125,5396,0.032284892,0.005972512,0.11823573,4.82,4.85,2.586821359,30128,3197,576,0.106113914,0.019118428,0.302,1107
2000,167290,45246,8901,952,5693,18237,1573,31356,2924,1323,1628,0.345,0.437,0.782,0.08578065,0.68848599,5.140181145,0.981,4711,3892,0.82615156,0.095152494,0.326885349,0.009341614,4.76,129733,1.468,1.719361737,17.75813092,3.515935933,1.06,0.514563107,0.04816797,0.084,0.485172982,1518,0.011700955,0.00124101,0.002466604,0.015389776,5.196958368,190261,39.59707245,12362,0.007473238,4.7,0.42,0.003039328,0.002886854,0.003628897,0.990505605,0.992123888,0.981033355,0.948257892,0.969937333,0.982955388,0.959691761,0.980411853,0.986355667,0.981146234,0.035,0.032,0.029272521,0.786853552,1003,0.695349544,0.304650456,5458,0.032625979,0.006197785,0.11451081,4.87,4.56,2.572776395,29700,3537,470,0.119090909,0.015824916,0.3,1210
2001,166234,43879,8813,928,5458,15806,1890,32404,3103,1408,1607,0.332,0.427,0.759,0.09727014,0.687874086,4.775421984,0.982,4435,3653,0.82367531,0.095631361,0.323308502,0.00951179,4.41,129862,1.379,2.050107554,17.7692466,3.410276494,1.06,0.514563107,0.040963359,0.093,0.498352554,1484,0.011427515,0.001162773,0.002679768,0.014611422,4.823374043,186976,38.87474396,12766,0.008754528,4.28,0.42,0.003098771,0.002893554,0.003519465,0.991174118,0.992561599,0.982097832,0.948490496,0.970673034,0.98314743,0.957124986,0.979785729,0.987346716,0.981155901,0.057,0.057,0.02942238,0.782756941,1020,0.687918394,0.312081606,5285,0.031792533,0.006337411,0.111069063,4.57,4.1,2.654217554,28680,3402,568,0.118619247,0.019804742,0.296,1384
2002,165582,43272,8700,921,5059,16246,1746,31394,2750,1282,1633,0.331,0.417,0.748,0.086553323,0.682043651,4.618301731,0.982,4565,3845,0.842278204,0.09799502,0.322152561,0.009114649,4.27,129807,1.376,1.932414133,17.78153339,3.411787758,1.07,0.516908213,0.044105523,0.113,0.504742268,1494,0.011509395,0.001232599,0.002842682,0.014215602,4.660888858,186615,38.81612702,12759,0.006933711,4.17,0.41,0.003089023,0.002723217,0.003302409,0.991877769,0.992391328,0.980349164,0.954244032,0.97251548,0.983979001,0.960330953,0.980181087,0.988042891,0.982521238,0.044,0.041,0.029151719,0.677593361,1053,0.686069014,0.313930986,5219,0.031519126,0.006566353,0.111132401,4.41,4.01,2.653886154,28592,3447,638,0.120558198,0.022313934,0.293,1452
2003,166737,44057,8827,934,5207,15889,1849,30801,2573,1132,1626,0.333,0.422,0.755,0.07912102,0.694466937,4.727983539,0.983,4578,3850,0.840978593,0.09776411,0.319056499,0.008729399,4.39,130006,1.383,1.93851092,17.66399177,3.407856151,1.09,0.5215311,0.043004115,0.107,0.493207081,1546,0.011891759,0.001215329,0.002484501,0.013467063,4.772133594,187449,38.92991862,12957,0.006833664,4.26,0.41,0.002993801,0.002620836,0.003134923,0.991677579,0.993193762,0.982802677,0.954745167,0.972083482,0.984423676,0.957182474,0.981816355,0.988987816,0.981271228,0.047,0.044,0.029417586,0.650920737,1041,0.685232427,0.314767573,5254,0.031510702,0.006446499,0.111343738,4.52,4.14,2.690945033,29089,3471,629,0.119323456,0.021623294,0.294,1316
2004,167353,44522,8919,898,5451,16222,1850,31828,2589,1100,1731,0.335,0.428,0.763,0.077948696,0.70181621,4.81383855,0.983,4514,3784,0.838280904,0.095380975,0.318370376,0.008662586,4.46,130182,1.4,1.962026877,17.56836903,3.344514013,1.09,0.5215311,0.030889621,0.103,0.506589786,1478,0.011353336,0.001206004,0.002642454,0.013858104,4.848227866,188539,39.1033553,13416,0.006486921,4.37,0.4,0.002755353,0.002511337,0.003395896,0.992608266,0.993329251,0.982042052,0.95351217,0.972387826,0.983609064,0.957851801,0.98122115,0.986987225,0.981733863,0.037,0.036,0.028801396,0.67327888,1123,0.683382968,0.316617032,5215,0.031161676,0.006926199,0.116586769,4.62,4.14,2.782504494,29254,3506,584,0.119846859,0.019963082,0.297,1381
2005,166335,43991,8863,888,5017,15207,1797,30644,2565,1069,1620,0.33,0.419,0.749,0.078612067,0.705833792,4.591731798,0.983,4622,3908,0.845521419,0.099984857,0.317829849,0.008268301,4.28,129697,1.369,2.015124614,17.97737557,3.211161731,1.09,0.5215311,0.038872892,0.107,0.516049383,1439,0.011095091,0.001241355,0.002166588,0.013275721,4.647563166,186292,38.78180683,13172,0.006532979,4.17,0.4,0.002927726,0.002483519,0.002857056,0.992080253,0.993424587,0.981786786,0.957129476,0.973990113,0.985026836,0.957134604,0.985759333,0.987642586,0.981135726,0.049,0.046,0.029097905,0.655074808,1050,0.681922933,0.318077067,5298,0.031851384,0.006520241,0.107587769,4.36,4.11,2.742114313,29223,3409,582,0.11665469,0.01991582,0.295,1216
2006,167341,45073,9135,952,5386,15847,1817,31655,2767,1110,1651,0.337,0.432,0.768,0.082028605,0.713696157,4.857760395,0.983,4649,3945,0.848569585,0.09836239,0.323362448,0.008408157,4.52,129774,1.408,1.997538966,17.4713874,3.24501301,1.08,0.519230769,0.029641828,0.107,0.494442157,1522,0.011728081,0.001117327,0.002435002,0.014227622,4.909866383,188071,39.12892413,13836,0.006283852,4.43,0.4,0.003118662,0.002486776,0.002802719,0.991650757,0.993589184,0.983675813,0.956678181,0.971219423,0.984932377,0.957763524,0.983813499,0.988278792,0.981932294,0.039,0.04,0.029185914,0.677194422,982,0.692111754,0.307888246,5105,0.03050657,0.006052911,0.131047992,4.69,4.2,2.878635166,29600,3413,545,0.115304054,0.018412162,0.301,1410
2007,167783,44977,9197,938,4957,16079,1755,32189,2918,1002,1540,0.336,0.423,0.758,0.082147572,0.744387755,4.796791444,0.984,4673,3983,0.852343248,0.09792745,0.330631678,0.008635103,4.46,130277,1.406,2.001927981,17.35972851,3.17863082,1.06,0.514563107,0.023035788,0.1,0.492801316,1498,0.011498576,0.001066957,0.002571444,0.01469089,4.833500925,188623,39.09224959,14432,0.005343783,4.31,0.4,0.002936139,0.002589511,0.003109453,0.991349626,0.99376719,0.984344504,0.955827488,0.972272481,0.985401676,0.960489638,0.984500745,0.988291283,0.98261368,0.052,0.051,0.029567954,0.680813439,914,0.701984449,0.298015551,5064,0.030181842,0.005617045,0.123617694,4.63,4.16,2.991042164,29885,4057,549,0.135753723,0.01837042,0.303,1323
2008,166714,43972,9014,886,4878,16337,1672,32884,2799,1035,1526,0.333,0.416,0.749,0.081223651,0.730046948,4.650947282,0.984,4580,3883,0.847816594,0.097027731,0.326734507,0.008797292,4.32,130073,1.391,2.012854257,17.42092257,3.212560045,1.07,0.516908213,0.02800659,0.1,0.487644152,1576,0.012116273,0.001176263,0.002329461,0.014044799,4.688098222,187631,38.94764478,14156,0.006270788,4.21,0.39,0.002911852,0.00254144,0.003344,0.991923702,0.993350916,0.984521927,0.956661196,0.973842137,0.985643041,0.955721747,0.983243691,0.989191693,0.983467125,0.042,0.038,0.029421644,0.665213601,895,0.696396335,0.303603665,5029,0.030165433,0.005535455,0.125472261,4.44,4.08,2.938442259,29194,4068,557,0.139343701,0.019079263,0.3,1310
2009,165849,43524,8737,949,5042,16620,1590,33591,2970,1133,1635,0.333,0.418,0.751,0.087286729,0.72386059,4.612962963,0.984,4498,3796,0.843930636,0.095689912,0.330475448,0.008584048,4.31,129816,1.39,2.021119134,17.44279835,3.16364658,1.06,0.514563107,0.03127572,0.112,0.494650206,1600,0.012325137,0.001063043,0.002180009,0.014195895,4.662853577,187079,38.90994176,14237,0.006956559,4.21,0.39,0.002712393,0.002525331,0.003232008,0.992833771,0.993765278,0.984769846,0.956954145,0.973323453,0.986739018,0.954512284,0.984435798,0.990595611,0.98413934,0.038,0.043,0.028013434,0.692209992,964,0.702460994,0.297539006,5031,0.030334823,0.005994354,0.133373087,4.45,4.05,2.961106489,28796,4040,550,0.140297264,0.019099875,0.299,1179
2010,165353,42554,8486,866,4613,15778,1549,34306,2959,1129,1544,0.325,0.403,0.728,0.089032146,0.723825832,4.38436214,0.983,4395,3719,0.846188851,0.095718268,0.328051459,0.00856605,4.07,129916,1.347,2.17429332,17.93888889,3.069017524,1.08,0.519230769,0.033950617,0.135390947,0.495473251,1674,0.012885249,0.001400905,0.002170633,0.013607363,4.4283691,185553,38.5628483,13924,0.006903911,3.94,0.4,0.002876268,0.002510198,0.003179584,0.99151081,0.993762947,0.983990779,0.953135768,0.971932266,0.986512997,0.953176471,0.984043115,0.98954137,0.984980006,0.04,0.036,0.029101377,0.675120245,931,0.704139189,0.295860811,5160,0.031205965,0.00581174,0.11879845,4.15,3.91,2.893777518,28589,4152,564,0.145230683,0.019727867,0.297,1216
2011,165705,42267,8399,898,4552,15018,1554,34488,3279,1261,1667,0.321,0.399,0.72,0.100911314,0.722246696,4.283244133,0.983,4235,3523,0.831877214,0.094132029,0.325379316,0.008710221,3.94,130582,1.316,2.296444267,18.0934541,3.072117461,1.09,0.5215311,0.035611363,0.132976534,0.511733224,1558,0.0119312,0.001294206,0.002435251,0.013257852,4.302400025,185245,38.30248426,13892,0.008468549,3.83,0.41,0.002965846,0.002455929,0.003288447,0.99183427,0.993626781,0.984399709,0.953873266,0.971787121,0.985964805,0.952298452,0.983561364,0.988977876,0.984541158,0.047,0.043,0.027645515,0.677917853,1031,0.704067553,0.295932447,5069,0.030590507,0.006418238,0.125468534,4.06,3.67,2.872402016,28418,4244,608,0.149341966,0.021394891,0.295,1231
2012,165251,42063,8261,927,4934,14709,1494,36426,3229,1136,1479,0.319,0.405,0.724,0.098880935,0.739747995,4.324485597,0.983,4274,3614,0.845577913,0.0968195,0.321870995,0.008287057,4.01,130066,1.309,2.476442994,17.66522634,3.044343455,1.12,0.528301887,0.026337449,0.127572016,0.518930041,1542,0.01185552,0.001268587,0.002821644,0.013060658,4.362854243,184179,38.23315086,14500,0.008109822,3.9,0.41,0.002947458,0.002178556,0.003161042,0.992124399,0.993289336,0.983936789,0.951880878,0.973373057,0.986408015,0.951420823,0.985030914,0.989208049,0.984182059,0.051,0.052,0.02877441,0.654135338,856,0.706737012,0.293262988,5048,0.03054747,0.005343221,0.123415214,4.19,3.64,3.010010302,27941,4224,590,0.151175692,0.021115923,0.297,1055
2013,166070,42093,8222,772,4661,14640,1536,36710,2693,1007,1383,0.318,0.396,0.714,0.082933608,0.727837838,4.165981078,0.985,4356,3732,0.856749311,0.097637513,0.328477454,0.008710875,3.86,130960,1.3,2.507513661,17.69415878,3.13435647,1.1,0.523809524,0.025503908,0.13615796,0.520773344,1736,0.013255956,0.000977398,0.002481674,0.012933687,4.175969762,184873,38.11523366,14334,0.006365715,3.76,0.4,0.002992042,0.002588859,0.003129973,0.993120936,0.993828265,0.984481339,0.958762887,0.97424812,0.986588433,0.960673482,0.986735131,0.988836105,0.98368025,0.041,0.04,0.028771,0.668115942,824,0.710092074,0.289907926,4732,0.028494009,0.00510729,0.118131868,4.01,3.58,2.955238241,28438,4254,528,0.149588579,0.018566707,0.297,1018
2014,165614,41595,8137,849,4186,14020,1652,37441,2764,1035,1343,0.314,0.386,0.7,0.086154893,0.727559884,4.066049383,0.984,4230,3609,0.853191489,0.095929244,0.332098501,0.008650964,3.74,130841,1.275,2.670542083,17.8962963,3.033331028,1.1,0.523809524,0.024279835,0.14526749,0.520164609,1696,0.012962298,0.000978287,0.00261386,0.013672377,4.077827287,183929,37.95509817,14461,0.006576709,3.63,0.4,0.00267666,0.0025803,0.003394004,0.992740249,0.992799785,0.983246577,0.958852868,0.973843839,0.985630226,0.952580884,0.983970276,0.987641688,0.984654731,0.04,0.043,0.029140049,0.658010779,785,0.718674699,0.281325301,4746,0.028656998,0.004879777,0.117572693,3.82,3.57,2.984133414,28423,4266,567,0.150089716,0.019948633,0.299,985
2015,165488,42106,8242,939,4909,14073,1602,37446,2505,1064,1200,0.317,0.405,0.721,0.081687304,0.701877277,4.250102923,0.984,4378,3739,0.854042942,0.100203703,0.323927266,0.009280317,3.95,130223,1.294,2.660839906,17.42898312,3.015157532,1.14,0.53271028,0.021407987,0.139563606,0.531906134,1758,0.013499919,0.001082758,0.002465002,0.013279153,4.280879722,183628,38.07281356,15108,0.006751963,3.88,0.39,0.003190446,0.002759305,0.003330567,0.993158439,0.994018147,0.984608677,0.956386535,0.973256251,0.986344203,0.953980559,0.984778293,0.989600967,0.983689596,0.041,0.043,0.030177415,0.670391061,712,0.712440402,0.287559598,4719,0.028515663,0.004428714,0.10341174,4.1,3.69,3.132442042,28016,4307,531,0.153733581,0.018953455,0.299,951
2016,165561,42276,8254,873,5610,15088,1651,38982,2537,1001,1025,0.322,0.417,0.739,0.079904241,0.717071792,4.477759473,0.984,4334,3719,0.858098754,0.097881566,0.3250822,0.009523076,4.18,129919,1.325,2.58364263,16.93533773,3.115387128,1.11,0.526066351,0.017092257,0.113720643,0.525751957,1808,0.013916363,0.001139171,0.002863323,0.013349902,4.518877147,184580,38.35974723,15306,0.006188175,4.25,0.4,0.003397957,0.002738159,0.00338696,0.993279346,0.993833811,0.982514496,0.957366723,0.975290063,0.985712897,0.948876331,0.982729805,0.988522238,0.985064224,0.066,0.066,0.028611811,0.611940299,576,0.705561086,0.294438914,4677,0.028249407,0.003580219,0.09600171,4.34,3.91,3.18092042,27539,4033,484,0.146446857,0.017575075,0.3,932
2017,165567,42215,8397,795,6105,15829,1763,40104,2527,934,925,0.324,0.426,0.75,0.077757807,0.730135799,4.646502058,0.984,4405,3804,0.863564132,0.098966524,0.328604726,0.008866138,4.35,129771,1.342,2.533577611,16.53539095,3.1557131,1.09,0.5215311,0.012139918,0.107407407,0.485185185,1810,0.013947646,0.001194412,0.002935941,0.013025974,4.698384077,185295,38.55225744,15659,0.006110986,4.55,0.4,0.003301103,0.002620808,0.002944227,0.992812904,0.993743826,0.982218696,0.959069841,0.973911762,0.985058107,0.953925592,0.984153005,0.987311792,0.98317431,0.036,0.04,0.029130201,0.617078052,456,0.706700137,0.293299863,4580,0.027662517,0.002832527,0.102401747,4.49,4.13,3.257992926,26918,4158,420,0.154469128,0.015602942,0.3,970
2018,165432,41020,8265,847,5585,15686,1922,41207,2474,934,958,0.324,0.426,0.75,0.077576199,0.725938967,4.45,0.984,4094,3457,0.844406448,0.093191596,0.339401748,0.008615281,4.14,130467,1.304,2.626992222,16.08391608,3.199106378,1.03,0.507389163,0.0086384,0.128342246,0.511723571,1847,0.014156837,0.001157,0.002835966,0.013835985,4.476304353,185139,38.31430937,16338,0.006806128,4.55,0.41,0.002968855,0.002475913,0.003170513,0.99384192,0.993509604,0.981668194,0.958124083,0.972088944,0.986190038,0.951896647,0.985805763,0.987277769,0.985203203,0.043,0.041,0.029401809,0.582448691,549,0.708626392,0.291373608,4524,0.027346583,0.003411888,0.09040672,4.19,4.07,3.381130861,26323,4125,441,0.156707062,0.01675341,0.295,929
2019,166651,42039,8531,785,6776,15895,1984,42823,2280,832,776,0.324,0.426,0.75,0.071008077,0.732647815,4.83,0.984,4009,3463,0.863806436,0.09147538,0.336478095,0.008645237,4.49,130270,1.334,2.694117647,15.53581721,3.306601497,1.04,0.509803922,0.009263,0.110333471,0.485796624,1788,0.01372534,0.001174,0.002679051,0.013150823,4.863813618,186517,38.65785676,16572,0.002304568,4.55,0.41,0.002927488,0.002504374,0.003213375,0.993433149,0.992671942,0.981933063,0.959752085,0.971241354,0.984376529,0.947832168,0.982334526,0.987077028,0.983020195,0.051,0.047,0.029504773,0.640264026,345,0.704791293,0.295208707,4490,0.026942533,0.002127515,0.095991091,4.54,4.43,3.434743226,25947,4039,383,0.155663468,0.014760859,0.298,753
2020,59030,14439,2823,241,2304,6092,821,15586,884,292,126,0.322,0.418,0.74,0.073573574,0.75170068,4.65,0.983,1432,1237,0.863826816,0.08958959,0.342926671,0.007527579,4.44,46406,1.327,2.558437295,14.34799555,3.346902368,1.02,0.504950495,0.0161469,0.110244989,0.469933185,675,0.014545533,0.001357,0.0030384,0.013043478,4.854717062,66506,38.69460846,6166,0.006318,4.55,0.42,0.002725503,0.002173913,0.002628164,0.993297911,0.992370687,0.979749002,0.955700189,0.971437117,0.987474858,0.944557684,0.987115022,0.990995261,0.983597285,0.049,0.049,0.017008301,0.56,126,0.713167424,0.286832576,12,0.000203286,0.002134942,0,4.46,4.42,3.587510236,9071,1466,133,0.161613935,0.01466211,0.292,202
2021,161941,39484,7863,671,5944,15794,2112,42145,2213,711,766,0.317,0.411,0.728,0.068139,0.756839,4.53,0.985,3831,3328,0.868702,0.089275,0.341703,0.007479,4.26,127845,1.297,2.668418,15.06937011,3.274481601,1.01,0.502487,0.010292,0.123095924,0.490325237,1862,0.014564,0.001212,0.002729,0.013337,4.648363,181818,38.398732,16687,0.005243,4.5,0.4,0.002357,0.0021,0.003022,0.99422,0.993562,0.981674,0.95954,0.971809,0.987232,0.95267,0.98573,0.990295,0.984899,0.064,0.061,0.031579402,0.660344828,345,0.705029208,0.294970792,4196,0.025910671,0.002187074,0.100333651,4.34,4.15,3.524181626,25006,4253,313,0.170079181,0.012516996,0.292,703
2022,163465,39675,7940,643,5215,14853,2046,40812,2486,811,390,0.312,0.395,0.706,0.0770759,0.754018,4.28,0.985,3928,3392,0.863543,0.091827,0.345929,0.007849,3.96,129226,1.266,2.747727,15.61995885,3.327279536,0.98,0.494949,0.007407,0.140329218,0.506995885,1607,0.012435,0.001,0.001787,0.013843,4.349426,182052,38.037268,16023,0.005236,4.5,0.41,0.002714,0.001956,0.003178,0.993084,0.994172,0.982934,0.964125,0.972577,0.98809,0.950804,0.986172,0.990985,0.986366,0.056,0.058,0.016951641,0.571847507,390,0.704755617,0.295244383,43,0.000263053,0.00238646,0,4.05,3.84,3.347786049,25877,4428,380,0.171117208,0.014684855,0.29,475
2023,164418,40839,8228,712,5868,15819,2112,41843,3503,866,429,0.32,0.414,0.734,0.099381284,0.801785306,4.62,0.986,3970,3466,0.873047859,0.090305264,0.350095517,0.008419222,4.33,129262,1.315,2.64511031,15.42222222,3.442697769,0.98,0.494949495,0.007201646,0.127160494,0.510699,1613,0.012478532,0.001609135,0.001794804,0.014070168,4.685553372,184104,38.45529235,15774,0.006596606,4.5,0.42,0.002848351,0.001967536,0.003603336,0.991807142,0.994590906,0.98560902,0.962571068,0.973320372,0.987927121,0.955063003,0.986776501,0.98995098,0.986547085,0.049,0.052,0.019766692,0.590096286,429,0.715488019,0.284511981,42,0.000255446,0.00260987,0,4.45,4.17,3.295260788,26031,4136,344,0.15888748,0.013215013,0.3,474
2024,163687,39823,7771,697,5453,14929,2020,41197,3617,961,452,0.312,0.399,0.711,0.106835,0.790083,4.39,0.985,3689,3227,0.874762,0.086089,0.35753,0.007339,4.07,129349,1.27,2.759528,15.646768,3.368085,0.93,0.481865,0.005763,0.132153,0.504322,1440,0.011132,0.001523,0.001839,0.014304,4.455086,182449,38.083966,15836,0.007281,4.5,0.42,0.002518,0.001905,0.002915,0.992608,0.993833,0.984859,0.960619,0.972011,0.988019,0.948588,0.98686,0.990548,0.985936,0.053,0.056,0.020245,0.575796,452,0.690042,0.309958,20,0.000122,0.002761,0,4.15,3.97,3.30327,25902,4168,371,0.160914,0.014323,0.291,509
